SurveyOrder,Tablenumber,TableName,varNumber,varOrder,varName,Codevalue,Frequency,Percent,valueOrder,valueLabel,varTitle
10,10,"HD2021",15230,68,"DFRCGID","153",12,0.19,64,"Medical schools and medical centers, Public","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","154",23,0.37,65,"Medical schools and medical centers, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","155",32,0.51,66,"Other health professions schools, Private not-for-profit/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","156",33,0.52,67,"Other health professions schools, Private not-for-profit/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","157",31,0.49,68,"Other health professions schools, Private not-for-profit/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","159",35,0.56,69,"Other health professions schools, Private for-profit/1 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","160",35,0.56,70,"Other health professions schools, Private for-profit/2 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","162",15,0.24,71,"Schools of research, Public","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","163",6,0.10,72,"Schools of research, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","164",7,0.11,73,"Schools of engineering and other tech related fields","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","165",13,0.21,74,"Schools of business and management, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","166",30,0.48,75,"Schools of business and management, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","168",14,0.22,80,"Schools of art, music, and design, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","170",41,0.65,81,"Schools of art, music, and design, public, private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","171",27,0.43,82,"Schools of law","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","173",27,0.43,83,"Other special-focus four year institutions","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","201",26,0.41,84,"Baccalaureate Colleges--Diverse Fields, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","202",10,0.16,100,"Degree-granting four-year, public or private for-profit with no Carnegie classification highest degree - Bachelor's","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","203",9,0.14,101,"Degree-granting four-year, private not-for-profit with no Carnegie classification highest degree - Bachelor's","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","152",26,0.41,102,"Degree-granting four-year primarily associate's, Faith-Related Institutions","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","158",42,0.67,103,"Degree-granting four-year primarily associate's, Health professions schools, private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","161",24,0.38,104,"Degree-granting four-year primarily associate's, Health professions schools, public or private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","167",9,0.14,105,"Degree-granting four-year primarily associate's, Schools of art, music, and design, private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","169",4,0.06,106,"Degree-granting four-year primarily associate's, Schools of art, music, and design, public or private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","172",9,0.14,107,"Degree-granting four-year primarily associate's, Other special-focus institutions","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","188",28,0.45,108,"Degree-granting four-year, primarily associate's, Associate's Dominant, Public/1 of 4","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","189",29,0.46,109,"Degree-granting four-year, primarily associate's, Associate's Dominant, Public/2 of 4","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","190",29,0.46,110,"Degree-granting four-year, primarily associate's, Associate's Dominant, Public/3 of 4","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","191",26,0.41,111,"Degree-granting four-year, primarily associate's, Associate's Dominant, Public/4 of 4","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","192",11,0.17,112,"Degree-granting four-year, primarily associate's, Associate's Dominant, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","193",13,0.21,113,"Degree-granting four-year, primarily associate's, Associate's Dominant, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","194",27,0.43,114,"Degree-granting four-year, primarily associate's,  Mixed Baccalaureate/Associate's, Public/1 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","195",27,0.43,115,"Degree-granting four-year, primarily associate's,  Mixed Baccalaureate/Associate's, Public/2 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","196",26,0.41,116,"Degree-granting four-year, primarily associate's,  Mixed Baccalaureate/Associate's, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","197",36,0.57,117,"Degree-granting four-year, primarily associate's,  Mixed Baccalaureate/Associate's, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","198",5,0.08,118,"Degree-granting four year, primarilty associate's, with no Carnegie classifcation, private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","199",9,0.14,119,"Degree-granting four year, primarilty associate's, with no Carnegie classifcation, private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","60",31,0.49,200,"Associate's Colleges: High Transfer-High Traditional, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","61",32,0.51,201,"Associate's Colleges: High Transfer-High Traditional, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","62",30,0.48,202,"Associate's Colleges: High Transfer-High Traditional, Public/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","63",32,0.51,203,"Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","64",33,0.52,204,"Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","65",33,0.52,205,"Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional, Public/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","66",34,0.54,206,"Associate's Colleges: High Transfer-High Nontraditional, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","67",35,0.56,207,"Associate's Colleges: High Transfer-High Nontraditional, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","68",33,0.52,208,"Associate's Colleges: High Transfer-High Nontraditional, Public/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","69",32,0.51,209,"Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","70",33,0.52,210,"Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","71",33,0.52,211,"Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional, Public/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","72",30,0.48,212,"Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","73",31,0.49,213,"Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","74",31,0.49,214,"Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional, Public/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","75",34,0.54,215,"Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","76",35,0.56,216,"Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","77",35,0.56,217,"Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional, Public/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","78",28,0.45,218,"Associate's Colleges: High Career & Technical-High Traditional, Public/1 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","79",29,0.46,219,"Associate's Colleges: High Career & Technical-High Traditional, Public/2 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","80",33,0.52,220,"Associate's Colleges: High Career & Technical-High Traditional, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","81",30,0.48,221,"Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional, Public/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","82",31,0.49,222,"Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","83",30,0.48,223,"Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional, Public/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","84",15,0.24,224,"Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","85",32,0.51,225,"Associate's Colleges: High Career & Technical-High Nontraditional, Public/1 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","86",33,0.52,226,"Associate's Colleges: High Career & Technical-High Nontraditional, Public/2 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","87",14,0.22,227,"Associate's Colleges: High Career & Technical-High Nontraditional, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","88",9,0.14,228,"Associate colleges: High/Mixed Transfer, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","89",5,0.08,229,"Associate colleges: High/Mixed Transfer, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","90",13,0.21,230,"Associate colleges: High Career & Technical, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","175",11,0.17,240,"Special Focus Two Year or Other Associate's College, Public","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","176",24,0.38,241,"Special Focus Two Year: Health, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","177",32,0.51,242,"Special Focus Two Year: Health, Private for-profit/1 of 5","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","178",33,0.52,243,"Special Focus Two Year: Health, Private for-profit/2 of 5","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","179",33,0.52,244,"Special Focus Two Year: Health, Private for-profit/3 of 5","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","180",33,0.52,245,"Special Focus Two Year: Health, Private for-profit/4 of 5","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","181",30,0.48,246,"Special Focus Two Year: Health, Private for-profit/5 of 5","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","182",6,0.10,247,"Special Focus Two Year: Technical, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","183",44,0.70,248,"Special Focus Two Year: Technical, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","184",10,0.16,249,"Special Focus Two Year: Art & Design, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","185",16,0.25,250,"Special Focus Two Year: Art & Design, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","219",13,0.21,251,"Other Associate's Colleges, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","186",8,0.13,252,"Special Focus Two Year: Other, Private not-for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","220",28,0.45,253,"Other Associate's Colleges, Private for-profit/1 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","221",28,0.45,254,"Other Associate's Colleges, Private for-profit/2 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","187",25,0.40,255,"Special Focus Two Year: Other, Private for-profit","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","174",35,0.56,301,"Tribal Colleges","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","209",6,0.10,302,"U.S. Military Academies","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","1",17,0.27,401,"Nondegree-granting, public, academic year reporter","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","2",19,0.30,402,"Nondegree-granting, public, largest program - cosm","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","3",32,0.51,403,"Nondegree-granting, public, largest program - health/1 of 6","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","4",33,0.52,404,"Nondegree-granting, public, largest program - health/2 of 6","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","5",33,0.52,405,"Nondegree-granting, public, largest program - health/3 of 6","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","6",33,0.52,406,"Nondegree-granting, public, largest program - health/4 of 6","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","7",33,0.52,407,"Nondegree-granting, public, largest program - health/5 of 6","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","8",31,0.49,408,"Nondegree-granting, public, largest program - health/6 of 6","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","210",4,0.06,409,"Nondegree-granting, public, largest program - engineering and engineering technologies","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","211",25,0.40,411,"Nondegree-granting, public  largest program - manufacturing, construction, repair, and transportation/1 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","212",25,0.40,412,"Nondegree-granting, public  largest program - manufacturing, construction, repair, and transportation/2 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","9",17,0.27,413,"Nondegree-granting, public, largest program - other","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","10",45,0.72,420,"Nondegree-granting, private not-for-profit, academic year reporter","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","11",12,0.19,421,"Nondegree-granting, private not-for-profit, largest program - cosmetology","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","12",33,0.52,422,"Nondegree-granting, private not-for-profit, largest program - health","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","213",19,0.30,423,"Nondegree-granting, private not-for-profit, largest program - manufacturing, construction, repair, and transportation","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","13",5,0.08,424,"Nondegree-granting, private not-for-profit, largest program - other","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","14",45,0.72,430,"Nondegree-granting, for-profit, academic year reporter","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","15",30,0.48,431,"Nondegree-granting, private for-profit,  largest program - cosmetology/1 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","16",31,0.49,432,"Nondegree-granting, private for-profit,  largest program - cosmetology/2 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","17",31,0.49,433,"Nondegree-granting, private for-profit,  largest program - cosmetology/3 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","18",31,0.49,434,"Nondegree-granting, private for-profit,  largest program - cosmetology/4 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","19",31,0.49,435,"Nondegree-granting, private for-profit,  largest program - cosmetology/5 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","20",31,0.49,436,"Nondegree-granting, private for-profit,  largest program - cosmetology/6 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","21",31,0.49,437,"Nondegree-granting, private for-profit,  largest program - cosmetology/7 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","22",31,0.49,438,"Nondegree-granting, private for-profit,  largest program - cosmetology/8 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","23",31,0.49,439,"Nondegree-granting, private for-profit,  largest program - cosmetology/9 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","24",31,0.49,440,"Nondegree-granting, private for-profit,  largest program - cosmetology/10 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","25",31,0.49,441,"Nondegree-granting, private for-profit,  largest program - cosmetology/11 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","26",31,0.49,442,"Nondegree-granting, private for-profit,  largest program - cosmetology/12 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","27",31,0.49,443,"Nondegree-granting, private for-profit,  largest program - cosmetology/13 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","28",31,0.49,444,"Nondegree-granting, private for-profit,  largest program - cosmetology/14 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","29",31,0.49,445,"Nondegree-granting, private for-profit,  largest program - cosmetology/15 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","30",31,0.49,446,"Nondegree-granting, private for-profit,  largest program - cosmetology/16 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","31",31,0.49,447,"Nondegree-granting, private for-profit,  largest program - cosmetology/17 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","32",31,0.49,448,"Nondegree-granting, private for-profit,  largest program - cosmetology/18 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","33",31,0.49,449,"Nondegree-granting, private for-profit,  largest program - cosmetology/19 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","34",31,0.49,450,"Nondegree-granting, private for-profit,  largest program - cosmetology/20 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","35",31,0.49,451,"Nondegree-granting, private for-profit,  largest program - cosmetology/21 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","36",31,0.49,452,"Nondegree-granting, private for-profit,  largest program - cosmetology/22 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","37",31,0.49,453,"Nondegree-granting, private for-profit,  largest program - cosmetology/23 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","38",31,0.49,454,"Nondegree-granting, private for-profit,  largest program - cosmetology/24 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","39",31,0.49,455,"Nondegree-granting, private for-profit,  largest program - cosmetology/25 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","40",31,0.49,456,"Nondegree-granting, private for-profit,  largest program - cosmetology/26 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","41",31,0.49,457,"Nondegree-granting, private for-profit,  largest program - cosmetology/27 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","42",31,0.49,458,"Nondegree-granting, private for-profit,  largest program - cosmetology/28 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","43",31,0.49,459,"Nondegree-granting, private for-profit,  largest program - cosmetology/29 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","44",31,0.49,460,"Nondegree-granting, private for-profit,  largest program - cosmetology/30 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","45",31,0.49,461,"Nondegree-granting, private for-profit,  largest program - cosmetology/31 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","46",31,0.49,462,"Nondegree-granting, private for-profit,  largest program - cosmetology/32 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","47",31,0.49,463,"Nondegree-granting, private for-profit,  largest program - cosmetology/33 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","48",31,0.49,464,"Nondegree-granting, private for-profit,  largest program - cosmetology/34 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","49",20,0.32,465,"Nondegree-granting, private for-profit,  largest program - cosmetology/35 of 35","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","50",32,0.51,466,"Nondegree-granting, private for-profit,  largest program - health/1 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","51",33,0.52,467,"Nondegree-granting, private for-profit,  largest program - health/2 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","52",33,0.52,468,"Nondegree-granting, private for-profit,  largest program - health/3 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","53",33,0.52,469,"Nondegree-granting, private for-profit,  largest program - health/4 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","54",33,0.52,470,"Nondegree-granting, private for-profit,  largest program - health/5 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","55",33,0.52,471,"Nondegree-granting, private for-profit,  largest program - health/6 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","56",33,0.52,472,"Nondegree-granting, private for-profit,  largest program - health/7 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","57",31,0.49,473,"Nondegree-granting, private for-profit,  largest program - health/8 of 8","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","58",32,0.51,474,"Nondegree-granting, private for-profit, largest program - other","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","214",14,0.22,475,"Nondegree-granting, private for-profit, largest program - communications and communication technologies","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","215",7,0.11,476,"Nondegree-granting, private for-profit, largest program - engineering and engineering technologies","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","216",30,0.48,477,"Nondegree-granting, private for-profit, largest program - manufacturing, construction, repair, and transportation/1 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","217",31,0.49,478,"Nondegree-granting, private for-profit, largest program - manufacturing, construction, repair, and transportation/2 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","218",30,0.48,479,"Nondegree-granting, private for-profit, largest program - manufacturing, construction, repair, and transportation/3 of 3","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","222",5,0.08,701,"Degree-granting less-than four-year, public in Puerto Rico","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","223",14,0.22,702,"Degree-granting four-year, public in Puerto Rico","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","224",23,0.37,703,"Degree-granting, private not-for-profit in Puerto Rico/1 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","226",24,0.38,704,"Degree-granting, private not-for-profit in Puerto Rico/2 of 2","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","227",17,0.27,705,"Degree-granting, private for-profit in Puerto Rico","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","228",44,0.70,706,"Nondegree-granting private for-profit or not-for-profit in Puerto Rico","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","200",10,0.16,707,"Jurisdictions other than Puerto Rico or Other Associate's Colleges","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","205",42,0.67,801,"Non-Title IV, degree-granting","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","206",7,0.11,802,"Non-Title IV, nondegree-granting, the largest program-cosmetology","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","207",8,0.13,803,"Non-Title IV, nondegree-granting, the largest program-health","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","208",7,0.11,804,"Non-Title IV, nondegree-granting","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","-1",54,0.86,900,"Not reported","Data Feedback Report comparison group created by NCES"
10,10,"HD2021",15230,68,"DFRCGID","-2",199,3.16,901,"Not applicable","Data Feedback Report comparison group created by NCES"
10,12,"IC2021",15241,11,"TUITPL","1",5590,90.47,1,"Yes","Any alternative tuition plans offered by institution"
10,12,"IC2021",15241,11,"TUITPL","2",506,8.19,2,"No","Any alternative tuition plans offered by institution"
10,12,"IC2021",15241,11,"TUITPL","-1",12,0.19,3,"Not reported","Any alternative tuition plans offered by institution"
10,12,"IC2021",15241,11,"TUITPL","-2",71,1.15,4,"Not applicable","Any alternative tuition plans offered by institution"
10,12,"IC2021",15244,12,"TUITPL1","1",520,8.42,1,"Yes","Tuition guaranteed plan"
