UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCDUNS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCNECTA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,PCAPPLFEEU,PCROOM,PCCHG1AT0,PCCHG1AF0,PCCHG1AY0,PCCHG1AT1,PCCHG1AF1,PCCHG1AY1,PCCHG1AT2,PCCHG1AF2,PCCHG1AY2,PCCHG1AT3,PCCHG1AF3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,PCCHG2AT0,PCCHG2AF0,PCCHG2AY0,PCCHG2AT1,PCCHG2AF1,PCCHG2AY1,PCCHG2AT2,PCCHG2AF2,PCCHG2AY2,PCCHG2AT3,PCCHG2AF3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,PCCHG3AT0,PCCHG3AF0,PCCHG3AY0,PCCHG3AT1,PCCHG3AF1,PCCHG3AY1,PCCHG3AT2,PCCHG3AF2,PCCHG3AY2,PCCHG3AT3,PCCHG3AF3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,PCCHG4AY0,PCCHG4AY1,PCCHG4AY2,PCCHG4AY3,PCCHG5AY0,PCCHG5AY1,PCCHG5AY2,PCCHG5AY3,PCCHG6AY0,PCCHG6AY1,PCCHG6AY2,PCCHG6AY3,PCCHG7AY0,PCCHG7AY1,PCCHG7AY2,PCCHG7AY3,PCCHG8AY0,PCCHG8AY1,PCCHG8AY2,PCCHG8AY3,PCCHG9AY0,PCCHG9AY1,PCCHG9AY2,PCCHG9AY3,PCCIPCODE1,PCCIPLGTH1,PCPRGMSR1,PCMTHCMP1,PCWKCMP1,PCLNAYHR1,PCLNAYWK1,PCCHG1PY0,PCCHG1PY1,PCCHG1PY2,PCCHG1PY3,PCCHG4PY0,PCCHG4PY1,PCCHG4PY2,PCCHG4PY3,PCCHG5PY0,PCCHG5PY1,PCCHG5PY2,PCCHG5PY3,PCCHG6PY0,PCCHG6PY1,PCCHG6PY2,PCCHG6PY3,PCCHG7PY0,PCCHG7PY1,PCCHG7PY2,PCCHG7PY3,PCCHG8PY0,PCCHG8PY1,PCCHG8PY2,PCCHG8PY3,PCCHG9PY0,PCCHG9PY1,PCCHG9PY2,PCCHG9PY3
236939,1,"Washington State University-Vancouver","14204 NE Salmon Creek Avenue","Vancouver","WA","98686-9600",53,8,"Mel Netzhammer","Chancellor","3605469788","916001108 ","041485301","00380003  ",1,438072,"https://www.vancouver.wsu.edu/","https://studentaffairs.vancouver.wsu.edu/admissions","https://studentaffairs.vancouver.wsu.edu/financial-aid","https://studentaffairs.vancouver.wsu.edu/admissions/apply","https://forms.financialaid.wsu.edu/cost-of-attendanceaid-estimator/npc/","https://studentaffairs.vancouver.wsu.edu/student-affairs/veterans-affairs-education-benefits","https://ir.wsu.edu/ncaa-division-i-graduation-rates/","https://studentaffairs.vancouver.wsu.edu/access-center",1,1,1,9,1,1,12,1,2,2,21,1,"A",1,1,1,1,38900,1,440,-2,53011,"Clark County",5303,-122.637784,45.730898,1,0,1,0,0,0,1,1,1,0,1,0,0,1,2,50,2,9720,599,10319,9953,599,10552,10202,599,10801,10457,599,11056,,,9720,599,10319,9953,599,10552,10202,599,10801,10457,599,11056,,,23956,599,24555,24531,599,25130,25145,599,25744,25773,599,26372,,,960,960,960,960,,,,,,,,,11398,11648,11848,11848,3542,3542,3542,3542,3542,3542,3542,3542,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242972,1,"NUC University - Arecibo","Arecibo Centro Plaza- Calle M.Perez Aviles #191 Ave.Victor Rojas","Arecibo","PR","00614",72,9,"Gaisy Martinez Perez","Chancellor","7878795044","660394377 ","194387122","02260601  ",1,242981,"www.nuc.edu/","www.nuc.edu/","www.nuc.edu/","www.nuc.edu/","https://nucmain.azurewebsites.net/npc/npcalc.htm","www.nuc.edu/"," ","www.nuc.edu/",3,1,3,7,1,1,20,1,2,2,13,1,"A",1,1,1,1,11640,1,490,-2,72013,"Arecibo Municipio",7298,-66.719713,18.474305,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,2,6300,375,6675,6300,375,6675,6300,375,6675,6444,475,6919,,,6300,375,6675,6300,375,6675,6300,375,6675,6444,475,6919,,,6300,375,6675,6300,375,6675,6300,375,6675,11520,475,11995,,,833,781,889,1114,,,,,,,,,6652,6843,7108,7794,5899,6317,4237,3083,5899,6317,4237,3083,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243665,1,"University of the Virgin Islands-Albert A. Sheen","St. Croix","St. Croix","VI","00850",78,9,"David Hall","PRESIDENT","3407781620","660432514 ","090003765","00394601  ",1,243674,"www.uvi.edu/","https://www.uvi.edu/enrollment/admissions/default.aspx","https://www.uvi.edu/enrollment/financial-aid/default.aspx","https://www.uvi.edu/enrollment/admissions/admissions-apply_online_instructions.aspx","https://www.uvi.edu/netprice/npcalc.htm","https://www.uvi.edu/enrollment/registrar/registrar-veterans.aspx"," ","www.uvi.edu/student-life/student-affairs/counseling-career-svc/counseling/counseling_services-student_disability_services.aspx",1,1,1,9,1,1,12,1,1,2,33,1,"A",1,1,1,1,-2,-2,-2,-2,78010,"St. Croix Island",7898,-64.798560,17.716115,1,0,1,0,1,0,1,0,1,1,1,0,0,1,2,25,1,4631,604,5235,4631,604,5235,4631,604,5235,4631,604,5235,,,4631,604,5235,4631,604,5235,4631,604,5235,4631,604,5235,,,13230,604,13834,13230,604,13834,13230,604,13834,13230,604,13834,,,1750,1750,1750,1750,9900,9900,9900,9900,3030,3030,3030,3030,11374,11374,11374,11374,3322,3322,3322,3322,3322,3322,3322,3322,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243780,1,"Purdue University - Purdue Polytechnic Anderson","1920 Purdue Parkway","Anderson","IN","46016",18,3,"Gary Bertoline","Dean, Purdue Polytechnic Institute","7656482910","356002041 ","072051394","00182501  ",1,480231,"polytechnic.purdue.edu/anderson","polytechnic.purdue.edu/anderson/admissions","polytechnic.purdue.edu/anderson/admissions/financial-aid","polytechnic.purdue.edu/anderson/admissions/apply-at-anderson","www.purdue.edu/dfa/cost/estimator.html"," "," "," ",1,1,1,5,1,2,30,1,2,2,13,1,"A",1,1,1,1,26900,1,294,-2,18095,"Madison County",1805,-85.654078,40.090190,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,60,2,6518,0,6518,6518,0,6518,6518,0,6518,6518,0,6518,,,6518,0,6518,6518,0,6518,6518,0,6518,6518,0,6518,,,15579,0,15579,15579,0,15579,15579,0,15579,15579,0,15579,,,1160,1190,1050,1060,,,,,,,,,12840,13090,13270,13440,3400,3460,3510,3560,3400,3460,3510,3560,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248624,1,"Fayette County Career & Technical Institute -","715 Freeport Road","Cheswick","PA","15024-0210",42,2,"Dr. Cynthia Shaw","Executive Director","7244107190","256009917 ","021608633","00533001  ",1,496876," "," "," "," "," "," "," "," ",7,3,1,2,1,2,0,2,2,2,21,1,"N",1,1,1,1,38300,1,430,-2,42003,"Allegheny County",4217,-79.818927,40.542721,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.3999",1554,1,12,48,900,32,,,,15147,,,,2817,,,,,,,,,,,,15420,,,,5040,,,,5040
248934,1,"ECPI University-Newport News","1001 Omni Blvd Ste 100","Newport News","VA","23606",51,5," "," ","7578490548","541707314 ","945600385","01019802  ",1,482714,"www.ecpi.edu/","www.ecpi.edu/admissions","www.ecpi.edu/financial-assistance","apply.ecpi.edu/","www.npc.ecpi.edu/","www.ecpi.edu/admissions/tuition-fees"," ","www.ecpi.edu/student-consumer-services/facilities-and-services-students-with-disabilities",3,1,3,7,1,1,20,1,2,2,12,1,"A",1,1,1,1,47260,1,545,-2,51700,"Newport News City",5103,-76.462216,37.091075,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2,45,2,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,0,0,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,,,15984,55,16039,16584,55,16639,16584,55,16639,17424,55,17479,,,780,900,900,960,,,,,,,,,8670,8670,8670,8670,3306,3306,3306,3583,3306,3306,3306,3583,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366623,1,"Northwest Technology Center-Fairview","801 S Vo Tech Dr","Fairview","OK","73737",40,6,"Daren Slater","Superintendent","5802273708","731392914 ","039759147","02600001  ",1,407601,"https://nwtech.edu/"," "," "," "," "," "," "," ",7,3,1,2,1,2,0,2,2,2,43,1,"A",1,1,1,1,-2,-2,-2,-2,40093,"Major County",4003,-98.496704,36.262034,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.0302",1050,1,9,37,1050,30,2100,2100,2100,2100,525,525,525,525,,,,,,,,,7798,7955,8140,8436,9158,8649,9546,9509,8001,7816,8344,8464
373696,1,"Rob Roy Academy - Woonsocket","251 Main Street","Woonsocket","RI","02895-3210",44,1,"Tracy Casey","Chief Executive Officer","5087992111","042645973 ","362255457","02181601  ",1,468486,"www.rob-roy.com/","www.rob-roy.com/","www.rob-roy.com/","www.rob-roy.com/","www.rob-roy.com/"," "," "," ",9,3,3,2,1,2,0,2,2,2,21,1,"A",1,1,1,1,39300,1,148,77200,44007,"Providence County",4401,-71.512581,42.003950,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0402",1000,1,9,36,1000,36,14750,14750,14750,14750,1605,1605,1560,1605,,,,,,,,,10458,10458,15345,15345,3042,3042,5859,5859,4329,4329,4689,4689
377272,1,"Nuvani Institute-Uvalde","122 West North Street","Uvalde","TX","78801-5242",48,6,"AHMAD DIB","President","8306267007","204242156 ","620701847","03009401  ",1,377306,"www.sws.edu/","www.sws.edu/","www.sws.edu/","www.sws.edu/","www.sws.edu/SID/npcalc.htm","www.sws.edu/"," ","www.sws.edu/",9,3,3,2,1,2,0,2,2,2,33,1,"A",1,1,1,1,46620,2,-2,-2,48463,"Uvalde County",4823,-99.787281,29.210300,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0401",1500,1,13,52,900,36,14600,14600,14600,14600,370,370,370,370,,,,,,,,,6734,6734,6734,6734,1144,1144,1144,1144,1144,1144,1144,1144
377281,1,"Nuvani Institute-Del Rio","801 S Main","Del Rio","TX","78840-5865",48,6,"Ahmad Dib","President","8307759520","204242156 ","620701623","03021501  ",1,432038,"www.sws.edu/","www.sws.edu/","www.sws.edu/","www.sws.edu/","www.sws.edu/SID/npcalc.htm","www.sws.edu/"," ","www.sws.edu/",9,3,3,2,1,2,0,2,2,2,33,1,"A",1,1,1,1,19620,2,-2,-2,48465,"Val Verde County",4823,-100.898907,29.357157,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0401",1500,1,13,52,900,36,14600,14600,14600,14600,370,370,370,370,,,,,,,,,5590,5590,5590,5590,845,845,845,845,845,845,845,845
385619,1,"Everglades University-Orlando","850 Trafalgar Court, Suite 100","Maitland","FL","32751-0000",12,5,"Kristi Mollis","President/CEO","4072770311","650216638 ","051693245","03108502  ",1,447087,"https://www.evergladesuniversity.edu/","https://www.evergladesuniversity.edu/admissions/","https://www.evergladesuniversity.edu/financial-services/","https://enroll.evergladesuniversity.edu/","https://enroll.evergladesuniversity.edu/Npc","www.evergladesuniversity.edu/eu-catalog/"," ","www.evergladesuniversity.edu/ada-main/",2,1,2,7,1,1,20,1,2,2,21,1,"A",1,1,1,1,36740,1,422,-2,12095,"Orange County",1207,-81.389571,28.635213,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,50,2,16800,800,17600,17520,800,18320,17520,800,18320,18120,800,18920,,,16800,800,17600,17520,800,18320,17520,800,18320,18120,800,18920,,,16800,800,17600,17520,800,18320,17520,800,18320,18120,800,18920,,,2000,2000,2000,1600,,,,,,,,,8824,9080,7872,10336,7824,8392,6720,10320,5520,5872,4800,5768,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408844,1,"Florida National University-South Campus","11865 SW 26 St Suite. H3","Miami","FL","33175-2478",12,5,"Dr. Maria Crisitna Reguei","PRESIDENT/CEO","3052269999","650021295 ","184550440","02547601  ",1,414188,"www.fnu.edu/","www.fnu.edu/prospective-students/admissions/","www.fnu.edu/current-students/financial-aid/","my.fnu.edu/Applicant/ApplyOnline_Login.aspx","www.fnu.edu/NetPriceCalculator/npcalc.htm"," "," ","www.fnu.edu/Publications/ADA_Accommodations_Information_Request_Forms.pdf",3,1,3,7,1,1,20,1,2,2,21,1,"A",1,1,1,1,33100,1,370,-2,12086,"Miami-Dade County",1226,-80.387064,25.747961,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,0,2,13200,488,13688,13200,488,13688,13200,488,13688,13200,488,13688,0,0,13200,488,13688,13200,488,13688,13200,488,13688,13200,488,13688,,,13200,488,13688,13200,488,13688,13200,488,13688,13200,488,13688,,,1500,1500,1500,1500,,,,,,,,,9747,9747,9747,9747,7096,5596,5596,5596,8834,7334,7334,7334,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417248,1,"Connecticut Aero Tech  School","500 Lindbergh Dr","Hartford","CT","06114",9,1,"Jeffrey Wihbey","Superintendent","8605661234","066000798 ","120347497","02245303  ",1,460084,"ctaero.cttech.org/","ctaero.cttech.org/","www.cttech.org/adult-education","ctaero.cttech.org/","www.cttech.org/fa/amt/index.htm","https://ctaero.cttech.org/admissions/"," ","www.cttech.org/parents-students/student-support-services",4,2,1,4,1,2,0,2,2,2,12,1,"A",1,2,2,3,25540,1,278,73450,9003,"Hartford County",901,-72.652583,41.735051,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.0608",2340,1,18,72,1100,36,,7200,7250,7250,,400,400,400,,,,,,,,,0,21600,21600,21600,0,11160,11160,12060,0,11160,11160,12060
418296,1,"Indian Capital Technology Center-Sallisaw","401 Houser Industrial Blvd.","Sallisaw","OK","74955",40,6,"Anthony Pivec","Superintendent","9187759119","730767065 ","074289653","01005301  ",1,421540,"www.ictctech.com/","https://www.ictech.edu/","https://www.ictech.edu/","https://www.ictech.edu/","https://www.ictech.edu/"," "," "," ",7,3,1,2,1,2,0,2,2,2,32,1,"A",1,1,1,1,22900,1,-2,-2,40135,"Sequoyah County",4002,-94.793867,35.446483,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.3901",1463,1,12,46,900,26,4107,4107,4207,4363,1555,1555,2127,2079,,,,,,,,,9706,9706,10063,10350,11385,11385,11385,11385,5371,5371,5750,5750
419183,1,"Central California School of Continuing Education","139 North 5th Street","Coalinga","CA","93210-1901",6,8," "," ","5599358716","942800422 ","602490708","03097702  ",1,492430,"ccsce.org/"," "," "," ","ccsce.org/","ccsce.org/"," "," ",6,2,3,4,1,2,0,2,2,2,32,1,"A",1,1,1,1,23420,1,260,-2,6019,"Fresno County",621,-120.359815,36.139203,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,8500,75,8575,8500,75,8575,9820,75,9895,9820,75,9895,0,0,8500,75,8575,8500,75,8575,9820,75,9895,9820,75,9895,,,8500,75,8575,8500,75,8575,9820,75,9895,9820,75,9895,,,500,500,500,500,,,,,,,,,19210,19210,19210,19210,835,835,835,835,835,835,835,835,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423120,1,"Compu-Med Vocational Careers Corp","11401 SW 40th Street, 1st Floor, Suite 150","Miami","FL","33165",12,5,"MAYRA RODIRQUEZ","PRESIDENT","3058889200","650163081 ","012053600","03108601  ",1,437167,"compumedschool.com/"," "," "," ","compumedschool.com/"," "," "," ",6,2,3,3,1,2,40,1,2,2,21,1,"A",1,1,1,1,33100,1,370,-2,12086,"Miami-Dade County",1226,-80.380061,25.732660,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.0601",27,2,11,45,30,45,7500,7600,7800,8050,250,250,250,250,,,,,,,,,5513,5513,5513,5513,844,844,844,844,2273,2273,2273,2273
427991,1,"Osceola Technical College - St. Cloud Campus","2901 17th Street","St. Cloud","FL","34769-6017",12,5,"Patricia Collins","Principal","4073437342","596000779 ","878894997","03127901  ",1,487199,"osceolaschools.net/otech","osceolaschools.net/otech","osceolaschools.net/otech","osceolaschools.net/otech","osceolaschools.net/otech"," "," ","osceolaschools.net/otech",7,3,1,2,1,2,0,2,2,2,21,1,"A",1,2,2,3,36740,1,422,-2,12097,"Osceola County",1209,-81.303193,28.241806,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0401",1200,1,10,40,900,36,4851,5000,6075,5390,670,670,558,626,,,,,,,,,12000,12500,12880,13500,2500,2500,2500,2500,2500,2500,2500,2500
428170,1,"Southeastern College-Miami Lakes","17395 NW 59th Avenue","Miami Lakes","FL","33015",12,5,"Julia Corona","Executive Director","3058205003","650466559 ","021105965","03123901  ",1,493460,"www.sec.edu/","www.sec.edu/admissions/","www.sec.edu/admissions/financial-aid-services/","www.sec.edu/admissions/","www.sec.edu/admissions/net-price-calculator/"," "," ","www.sec.edu/ada/",3,1,3,5,1,2,30,1,2,2,21,1,"A",1,1,1,1,33100,1,370,-2,12086,"Miami-Dade County",1224,-80.297674,25.930183,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,50,2,18944,875,19819,19336,910,20246,19336,910,20246,20296,1050,21346,,,18944,875,19819,19336,910,20246,19336,910,20246,20296,1050,21346,,,18944,875,19819,19336,910,20246,19336,910,20246,20296,1050,21346,,,2000,2000,2000,2000,,,,,,,,,6816,7088,7088,8500,5860,6094,6094,8992,7590,8808,8808,10570,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430184,1,"Strayer University-Rockville Campus","1803 Research Boulevard Suit 110","Rockville","MD","20850",24,2,"Andrea Backman","President","8774457180","520500740 ","069390466","00145919  ",1,436845,"www.strayer.edu/campus-locations/maryland/rockville","https://www.strayer.edu/admissions/how-to-apply","https://www.strayer.edu/tuition-and-financial-aid/financial-aid","https://application.strayer.edu/","https://strayer.aidcalc.cloud/netprice.htm","https://www.strayer.edu/admissions/military-assistance"," ","www.strayer.edu/student-consumer-information/disability-services",3,1,3,7,1,1,20,1,2,2,13,1,"A",1,1,1,1,47900,1,548,-2,24031,"Montgomery County",2408,-77.180028,39.098278,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,0,2,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,1350,1350,1350,1350,,,,,,,,,10917,10917,8976,8220,2502,2502,1200,900,2502,2502,1200,900,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434821,1,"Blue Cliff College","4436 Veterans Memorial Boulevard","Metairie","LA","70006-0000",22,5,"Doug Robertson","Campus Director","5042930973","721121167 ","793318775","03294302  ",1,476364,"www.bluecliffcollege.edu/","www.bluecliffcollege.edu/admissions.shtml","www.bluecliffcollege.edu/financialaid.shtml","www.bluecliffcollege.edu/contact.shtml","www.bluecliffcollege.edu/net-price-calculator/"," "," "," ",6,2,3,3,1,2,40,1,2,2,12,1,"A",1,1,1,1,35380,1,406,-2,22051,"Jefferson Parish",2201,-90.183268,30.002628,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0401",1500,1,13,52,900,36,19730,21305,21305,24805,,,0,0,,,,,,,,,11882,12155,12363,12532,8502,12155,12363,12532,8502,6084,6188,6279
440989,1,"Texas Barber College - Branch Campus #1","5148 South Lancaster","Dallas","TX","75241",48,6,"Kathleen Colt","President","2149437255","752768481 ","076733336","02568108  ",1,228820,"www.txbarber.edu/","txbarber.edu/admissions/","txbarber.edu/financial-aid/"," ","txbarber.edu/Net_Price_Calculator/index.htm"," "," ","texasbarbercolleges.com/school-information/",9,3,3,2,1,2,0,2,2,2,11,1,"A",1,1,1,1,19100,1,206,-2,48113,"Dallas County",4830,-96.788116,32.684837,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.0402",1000,1,9,34,1000,34,19500,19500,14500,14500,495,495,495,495,,,,,,,,,5313,5755,5755,5755,1190,1292,1292,1292,1190,1292,1292,1292
443766,1,"Strayer University-Nashville Campus","617 3rd Avenue South","Nashville","TN","37210",47,5,"Andrea Backman","President","8774457180","520500740 ","069390466","00145933  ",1,443757,"www.strayer.edu/campus-locations/tennessee/nashville","https://www.strayer.edu/admissions/how-to-apply","https://www.strayer.edu/tuition-and-financial-aid/financial-aid","https://application.strayer.edu/","https://strayer.aidcalc.cloud/netprice.htm","https://www.strayer.edu/admissions/military-assistance"," ","www.strayer.edu/student-consumer-information/disability-services",3,1,3,7,1,1,20,1,2,2,11,1,"A",1,1,1,1,34980,1,400,-2,47037,"Davidson County",4705,-86.772045,36.154588,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,0,2,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,1350,1350,1350,1350,,,,,,,,,10917,10917,8976,8220,2502,2502,1200,900,2502,2502,1200,900,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443784,1,"Strayer University-Delaware County Campus","760 W Sproul Rd, Suite 200","Springfield","PA","19064",42,2,"Andrea Backman","President","8774457180","520500740 ","069390466","00145936  ",1,443793,"www.strayer.edu/campus-locations/pennsylvania/delaware-county","https://www.strayer.edu/admissions/how-to-apply","https://www.strayer.edu/tuition-and-financial-aid/financial-aid","https://application.strayer.edu/","strayer.aidcalc.cloud/netprice.htm","https://www.strayer.edu/admissions/military-assistance"," ","www.strayer.edu/student-consumer-information/disability-services",3,1,3,7,1,1,20,1,2,2,21,1,"A",1,1,1,1,37980,1,428,-2,42045,"Delaware County",4205,-75.352084,39.937229,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,0,2,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,13185,195,13380,13320,195,13515,13320,195,13515,13320,195,13515,,,1350,1350,1350,1350,,,,,,,,,10917,10917,8976,8220,2502,2502,1200,900,2502,2502,1200,900,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444343,1,"Advanced College-Stockton","8838 West Lane","Stockton","CA","95120-3145",6,8,"Amin Vohra","Chief Executive Officer","2094904591","954739195 ","123340585","03786301  ",5,491163,"www.advancedcollege.edu/"," "," "," "," ","https://www.advancedcollege.edu/"," "," ",6,2,3,3,1,2,40,1,2,2,11,1,"A",1,1,1,2,44700,1,488,-2,6077,"San Joaquin County",609,-121.294538,38.025595,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.3901",1558,1,15,60,900,29,30563,32140,32325,31257,2337,2860,2675,2625,,,,,,,,,16140,17865,19470,19470,5280,6660,6405,6405,5610,5940,5460,5460
444529,1,"Stellar Career College - Chicago, IL","205 W. Randolph Street, Suite 200","Chicago","IL","60606-0000",17,3,"Zulfiqar A. Satti","President","7733177284","821883694 ","080798443","03759301  ",1,495846,"https://stellarcollege.edu/"," "," "," "," "," "," ","https://stellarcollege.edu/",9,3,3,2,1,2,0,2,2,2,11,1,"A",1,1,1,1,16980,1,176,-2,17031,"Cook County",1707,-87.634154,41.884315,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.0910",53,2,15,60,36,30,,,19000,22000,,,950,950,,,,,,,,,0,0,19785,21000,0,0,3750,3750,0,0,3255,3750
444671,1,"Industrial Technical College - Naguabo","44 Baldoriotty Street 2nd Floor","Naguabo","PR","00718-0000",72,9,"Maria Davila","President","7879064047","660563906 ","124757316","03781401  ",5,487038,"www.industrialtechnicalcollege.com/docs/divulgaciones","www.industrialtechnicalcollege.com/admisiones","www.industrialtechnicalcollege.com/asistencia"," ","www.industrialtechnicalcollege.com/netprice/npcalc.htm"," "," ","www.industrialtechnicalcollege.com/file/docs/divulgaciones/services-to-students-with-disabilities.pdf",9,3,3,1,1,2,0,2,2,2,23,1,"A",1,1,1,2,41980,1,490,-2,72103,"Naguabo Municipio",7298,-65.734436,18.212383,1,0,1,0,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,20,2,6480,0,6480,6840,0,6840,7020,0,7020,7380,0,7380,,,6480,0,6480,6840,0,6840,7020,0,7020,7380,0,7380,,,6480,0,6480,6840,0,6840,7020,0,7020,7380,0,7380,,,150,150,150,150,,,,,,,,,2100,2100,2100,2100,1450,1591,1591,1591,1910,2121,2121,2121,"-2",,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
