SurveyOrder,Tablenumber,TableName,varNumber,varOrder,varName,Codevalue,Frequency,Percent,valueOrder,valueLabel,varTitle
10,12,"IC2022",10871,492,"SPORT3","2",3194,52.04,2,"No","NCAA/NAIA member for baseball"
10,12,"IC2022",10881,494,"SPORT4","2",3051,49.71,2,"No","NCAA/NAIA member for cross country/track"
10,12,"IC2022",10901,10,"CALSYS","2",338,5.51,2,"Quarter","Calendar system"
10,12,"IC2022",10926,31,"FT_UG","2",324,5.28,2,"No","Full-time undergraduate students are enrolled"
10,12,"IC2022",10931,32,"FT_FTUG","2",460,7.49,2,"No","Full time first-time degree/certificate-seeking undergraduate students enrolled"
10,12,"IC2022",10946,35,"PT_UG","2",1777,28.95,2,"No","Part-time undergraduate students are enrolled"
10,12,"IC2022",10951,36,"PT_FTUG","2",2247,36.61,2,"No","Part time first-time degree/certificate-seeking undergraduate students enrolled"
10,12,"IC2022",10961,45,"TUITVARY","2",2367,38.56,2,"No","Tuition charge varies for in-district, in-state, out-of-state students"
10,12,"IC2022",10966,176,"ROOM","2",3963,64.57,2,"No","Institution provide on-campus housing"
10,12,"IC2022",10976,179,"BOARD","2",786,12.81,2,"Yes, number of meals per week can vary","Institution provides board or meal plan"
10,14,"IC2022_PY",11262,194,"PRGMSR1","2",445,20.49,2,"Credit hours","Largest program measured in credit or clock hours"
10,14,"IC2022_PY",11388,245,"PRGMSR2","2",424,19.52,2,"Credit hours","2nd largest program measured in credit or clock hours"
10,14,"IC2022_PY",11408,252,"PRGMSR3","2",372,17.13,2,"Credit hours","3rd largest program measured in credit or clock hours"
10,14,"IC2022_PY",11428,259,"PRGMSR4","2",325,14.96,2,"Credit hours","4th largest program measured in credit or clock hours"
10,14,"IC2022_PY",11448,268,"PRGMSR5","2",273,12.57,2,"Credit hours","5th largest program measured in credit or clock hours"
10,14,"IC2022_PY",11468,276,"PRGMSR6","2",216,9.94,2,"Credit hours","6th largest program measured in credit or clock hours"
10,11,"FLAGS2022",15050,103,"IMP_IC","2",1,0.02,2,"Nearest Neighbor (NN)","Type of imputation method Institutional Characteristics"
10,12,"IC2022",15066,174,"ALLONCAM","2",5527,90.05,2,"No","Full-time, first-time degree/certificate-seeking students required to live on campus   "
10,10,"HD2022",15210,80,"INSTCAT","2",2047,32.72,2,"Degree-granting, primarily baccalaureate or above","Institutional category"
10,10,"HD2022",15215,89,"CCBASIC","2",284,4.54,2,"Associate's--Public Rural-serving Medium","Carnegie Classification 2005/2010: Basic"
10,10,"HD2022",15225,44,"LANDGRNT","2",6134,98.05,2,"Not a Land Grant Institution","Land Grant Institution"
10,10,"HD2022",15230,68,"DFRCGID","91",36,0.58,2,"Doctoral Universities: Highest Research Activity, Public/2 of 3","Data Feedback Report comparison group created by NCES"
10,12,"IC2022",15241,11,"TUITPL","2",488,7.95,2,"No","Any alternative tuition plans offered by institution"
10,12,"IC2022",15244,12,"TUITPL1","0",5543,90.31,2,"Implied no","Tuition guaranteed plan"
10,12,"IC2022",15247,13,"TUITPL2","0",5627,91.67,2,"Implied no","Prepaid tuition plan"
10,12,"IC2022",15250,14,"TUITPL3","0",571,9.30,2,"Implied no","Tuition payment plan"
10,12,"IC2022",15253,15,"TUITPL4","0",5943,96.82,2,"Implied no","Other alternative tuition plan"
10,12,"IC2022",15301,33,"FTGDNIDP","2",1626,26.49,2,"No","Full-time graduate (not including doctor's professional practice) students are enrolled"
10,12,"IC2022",15306,37,"PTGDNIDP","2",1739,28.33,2,"No","Part-time graduate (not including doctor's professional practice) students are enrolled"
10,12,"IC2022",15311,39,"DOCPP","2",1,0.02,2,"No","Doctor's professional practice students are enrolled"
10,12,"IC2022",15316,40,"DOCPPSP","2",438,7.14,2,"No","Doctor's professional practice students are enrolled in programs formerly designated as first-professional"
10,12,"IC2022",15400,21,"DISTCRS","0",2318,37.76,2,"Implied no","Distance education courses offered"
10,12,"IC2022",15401,30,"DISTNCED","2",5981,97.44,2,"No","All programs offered completely via distance education"
10,12,"IC2022",15406,1,"DSTNCED1","0",2289,37.29,2,"Implied no","Undergraduate level programs or courses are offered via distance education"
10,12,"IC2022",15411,11,"DSTNCED2","0",226,3.68,2,"Implied no","Graduate level programs or courses are offered via distance education"
10,12,"IC2022",15416,23,"DSTNCED3","0",3732,60.80,2,"Implied no","Does not offer distance education opportunities"
10,12,"IC2022",15421,2,"DSTNUGC","0",2289,37.29,2,"Implied no","Undergraduate level distance education courses offered"
10,12,"IC2022",15426,3,"DSTNUGP","0",3526,57.45,2,"Implied no","Undergraduate level distance education programs offered"
10,12,"IC2022",15431,4,"DSTNUGN","0",3489,56.84,2,"Implied no","Undergraduate level distance education not offered"
10,12,"IC2022",15436,12,"DSTNGC","0",226,3.68,2,"Implied no","Graduate level distance education courses offered"
10,12,"IC2022",15441,13,"DSTNGP","0",553,9.01,2,"Implied no","Graduate level distance education programs offered"
10,12,"IC2022",15446,14,"DSTNGN","0",1880,30.63,2,"Implied no","Graduate level distance education not offered"
10,10,"HD2022",15515,88,"C15BASIC","2",125,2.00,2,"Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional","Carnegie Classification 2015: Basic"
10,10,"HD2022",15516,82,"C21IPUG","2",316,5.05,2,"Associate's Colleges: Mixed Transfer/Career & Technical","Carnegie Classification 2021: Undergraduate Instructional Program"
10,10,"HD2022",15517,83,"C21IPGRD","2",65,1.04,2,"Postbaccalaureate: Single program-Business","Carnegie Classification 2021: Graduate Instructional Program"
10,10,"HD2022",15518,84,"C21UGPRF","2",270,4.32,2,"Two-year, mixed part/full-time","Carnegie Classification 2021: Undergraduate Profile"
10,10,"HD2022",15519,85,"C21ENPRF","2",602,9.62,2,"Exclusively undergraduate four-year","Carnegie Classification 2021: Enrollment Profile"
10,10,"HD2022",15520,86,"C21SZSET","2",479,7.66,2,"Two-year, small","Carnegie Classification 2021: Size and Setting"
10,10,"HD2022",15615,87,"C18BASIC","2",117,1.87,2,"Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional","Carnegie Classification 2018: Basic"
10,10,"HD2022",15620,81,"C21BASIC","2",102,1.63,2,"Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional","Carnegie Classification 2021: Basic"
10,10,"HD2022",16000,69,"DFRCUSCG","2",3668,58.63,2,"No, institution did not submit a custom comparison group","Data Feedback Report - Institution submitted a custom comparison group"
10,10,"HD2022",16066,25,"F1SYSTYP","2",3740,59.78,2,"Institution is NOT part of a multi-institution or multi-campus organization ","Multi-institution or multi-campus organization"
10,11,"FLAGS2022",16076,100,"NTRLDSTR","0",6256,100.00,2,"No","Natural Disaster identification"
10,10,"HD2022",16086,55,"CBSA","10140",1,0.02,2,"Aberdeen, WA","Core Based Statistical Area (CBSA)"
10,10,"HD2022",16091,56,"CBSATYPE","2",670,10.71,2,"Micropolitan Statistical Area","CBSA Type Metropolitan or Micropolitan"
10,10,"HD2022",16096,57,"CSA","106",22,0.35,2,"Albuquerque-Santa Fe-Las Vegas, NM","Combined Statistical Area (CSA)"
10,10,"HD2022",16116,59,"COUNTYCD","1015",1,0.02,2,"Calhoun County, AL","Fips County code"
10,10,"HD2022",16126,61,"CNGDSTCD","102",14,0.22,2,"AL, District 02","State and 116TH Congressional District ID"
10,12,"IC2022",16141,1,"VET1","0",3296,53.70,2,"Implied no","Yellow Ribbon Program (officially known as Post-9/11 GI Bill, Yellow Ribbon Program)     "
10,12,"IC2022",16142,2,"VET2","0",3158,51.45,2,"Implied no","Credit for military training"
10,12,"IC2022",16143,3,"VET3","0",2736,44.57,2,"Implied no","Dedicated point of contact for support services for veterans, military servicemembers, and their families"
10,12,"IC2022",16144,4,"VET4","0",4420,72.01,2,"Implied no","Recognized student veteran organization"
10,12,"IC2022",16145,5,"VET5","0",3665,59.71,2,"Implied no","Member of Department of Defense Voluntary Educational Partnership Memorandum of Understanding"
10,12,"IC2022",16149,6,"VET9","0",4664,75.99,2,"Implied no","Services  and programs are not available to veterans, military servicemembers, or their families?"
10,12,"IC2022",16151,150,"LIBRES1","0",1633,26.60,2,"Implied no","Library resources/services: Physical facilities"
10,12,"IC2022",16153,151,"LIBRES2","0",1048,17.07,2,"Implied no","Library resources/services: Organized collection of printed materials"
10,12,"IC2022",16155,152,"LIBRES3","0",701,11.42,2,"Implied no","Library resources/services: Access to digital/electronic resources"
10,12,"IC2022",16157,153,"LIBRES4","0",2024,32.97,2,"Implied no","Library resources/services: Staff trained to provide and interpret library materials"
10,12,"IC2022",16159,154,"LIBRES5","0",1936,31.54,2,"Implied no","Library resources/services: Established library hours"
10,12,"IC2022",16161,155,"LIBRES6","0",2506,40.83,2,"Implied no","Library resources/services: Access to library collections that are shared with other institutions"
10,12,"IC2022",16163,156,"LIBRES9","0",5692,92.73,2,"Implied no","Library resources/services not provided"
10,11,"FLAGS2022",17001,3,"PRCH_ADM","2",,,2,"Child record - all data reported with parent campus","Parent/child indicator for Admissions"
10,12,"IC2022",17011,1,"NONCRDT1","0",4540,73.97,2,"Implied No","Workforce Education
"
10,12,"IC2022",17012,2,"NONCRDT2","0",4840,78.85,2,"Implied No","Contract Training/Customized Training
"
10,12,"IC2022",17013,3,"NONCRDT3","0",5119,83.40,2,"Implied No","Remedial Education
"
10,12,"IC2022",17014,4,"NONCRDT4","0",4867,79.29,2,"Implied No","Recreational/Avocational/Leisure/Personal Enrichment 
"
10,12,"IC2022",17015,5,"NONCRDT5","0",5279,86.01,2,"Implied No","Adult Basic Education
"
10,12,"IC2022",17016,6,"NONCRDT6","0",5411,88.16,2,"Implied No","Adult High School Diploma or Equivalent 
"
10,12,"IC2022",17017,7,"NONCRDT7","0",5013,81.67,2,"Implied No","English as a Second Language 
"
10,12,"IC2022",17018,8,"NONCRDT8","0",4575,74.54,2,"Implied No","Continuing Professional Education
"
10,12,"IC2022",17019,9,"NONCRDT9","0",2658,43.30,2,"Implied No","Institution does not offer noncredit education
"
10,12,"IC2022",17021,16,"PRMPGM","2",5157,84.02,2,"No","Participates in a Promise Program
"
10,18,"IC2022_PCCAMPUSES",18005,6,"PCSTABBR","AK",,,2,"Alaska","State abbreviation"
10,18,"IC2022_PCCAMPUSES",18007,8,"PCFIPS","2",,,2,"Alaska","FIPS state code"
10,18,"IC2022_PCCAMPUSES",18008,9,"PCOBEREG","1",20,3.97,2,"New England (CT, ME, MA, NH, RI, VT)","Bureau of Economic Analysis (BEA) regions"
10,18,"IC2022_PCCAMPUSES",18015,18,"PCOPEFLAG","2",2,0.40,2,"Branch campus of a main campus that participates in Title IV","OPE Title IV eligibility indicator code"
10,18,"IC2022_PCCAMPUSES",18025,31,"PCSECTOR","1",58,11.51,2,"Public, 4-year or above","Sector of institution"
10,18,"IC2022_PCCAMPUSES",18026,32,"PCICLEVEL","2",102,20.24,2,"At least 2 but less than 4 years","Level of institution"
10,18,"IC2022_PCCAMPUSES",18027,33,"PCCONTROL","2",162,32.14,2,"Private not-for-profit","Control of institution"
10,18,"IC2022_PCCAMPUSES",18028,34,"PCHLOFFER","1",11,2.18,2,"Award of less than one academic year","Highest level of offering"
10,18,"IC2022_PCCAMPUSES",18029,35,"PCUGOFFER","2",49,9.72,2,"No undergraduate offering","Undergraduate offering"
10,18,"IC2022_PCCAMPUSES",18030,36,"PCGROFFER","2",298,59.13,2,"No graduate offering","Graduate offering"
10,18,"IC2022_PCCAMPUSES",18031,37,"PCHDEGOFR1","11",29,5.75,2,"Doctor's degree - research/scholarship and professional practice","Highest degree offered"
10,18,"IC2022_PCCAMPUSES",18032,38,"PCDEGGRANT","2",102,20.24,2,"Nondegree-granting, primarily postsecondary","Degree-granting status"
10,18,"IC2022_PCCAMPUSES",18033,41,"PCHBCU","2",502,99.60,2,"No","Historically Black College or University"
10,18,"IC2022_PCCAMPUSES",18034,42,"PCTRIBAL","2",503,99.80,2,"No","Tribal college"
10,18,"IC2022_PCCAMPUSES",18035,61,"PCLOCALE","12",62,12.30,2,"City: Midsize","Degree of urbanization (Urban-centric locale)"
10,18,"IC2022_PCCAMPUSES",18036,52,"PCOPENPUBL","0",,,2,"Institution is not open to the public","Institution open to the general public"
10,18,"IC2022_PCCAMPUSES",18037,52,"PCACT","N",40,7.94,2,"New (active) - added during the current year","Status of institution"
10,18,"IC2022_PCCAMPUSES",18038,53,"PCCYACTIVE","2",,,2,"No, potential add or restore","Institution is active in current year"
10,18,"IC2022_PCCAMPUSES",18039,54,"PCPOSTSEC","2",3,0.60,2,"Not primarily postsecondary","Primarily postsecondary indicator"
10,18,"IC2022_PCCAMPUSES",18040,55,"PCPSEFLAG","2",3,0.60,2,"Not primarily postsecondary or open to public","Postsecondary institution indicator"
10,18,"IC2022_PCCAMPUSES",18041,56,"PCPSET4FLG","2",9,1.79,2,"Non-Title IV postsecondary institution
","Postsecondary and Title IV institution indicator"
10,18,"IC2022_PCCAMPUSES",18042,62,"PCCBSA","10420",2,0.40,2,"Akron, OH","Core Based Statistical Area (CBSA)"
10,18,"IC2022_PCCAMPUSES",18043,63,"PCCBSATYPE","2",36,7.14,2,"Micropolitan Statistical Area","CBSA Type Metropolitan or Micropolitan"
10,18,"IC2022_PCCAMPUSES",18044,64,"PCCSA","107",1,0.20,2,"Altoona-Huntingdon, PA","Combined Statistical Area (CSA)"
10,18,"IC2022_PCCAMPUSES",18046,66,"PCCOUNTYCD","1089",2,0.40,2,"Madison County, AL","Fips County code"
10,18,"IC2022_PCCAMPUSES",18048,68,"PCCNGDSTCD","103",1,0.20,2,"AL, District 03","State and 116TH Congressional District ID"
10,18,"IC2022_PCCAMPUSES",18053,2,"PCLEVEL1A","0",462,91.67,2,"Implied no","Certificate of less than 12 weeks"
10,18,"IC2022_PCCAMPUSES",18054,3,"PCLEVEL1B","0",318,63.10,2,"implied no","Certificate of at least 12 weeks, but less than 1 year"
10,18,"IC2022_PCCAMPUSES",18058,7,"PCLEVEL5","0",188,37.30,2,"Implied no","Bachelor's degree"
10,18,"IC2022_PCCAMPUSES",18059,8,"PCLEVEL6","0",355,70.44,2,"Implied no","Postbaccalaureate certificate"
10,18,"IC2022_PCCAMPUSES",18060,9,"PCLEVEL7","0",239,47.42,2,"Implied no","Master's degree"
10,18,"IC2022_PCCAMPUSES",18061,10,"PCLEVEL8","0",385,76.39,2,"Implied no","Post-master's certificate"
10,18,"IC2022_PCCAMPUSES",18062,11,"PCLEVEL17","0",390,77.38,2,"Implied no","Doctor's degree - research/scholarship"
10,18,"IC2022_PCCAMPUSES",18063,12,"PCLEVEL18","0",383,75.99,2,"Implied no","Doctor's degree - professional practice "
10,18,"IC2022_PCCAMPUSES",18064,13,"PCLEVEL19","0",433,85.91,2,"Implied no","Doctor's degree - other"
10,18,"IC2022_PCCAMPUSES",18067,21,"PCFT_FTUG","2",87,17.26,2,"No","Full time first-time degree/certificate-seeking undergraduate students enrolled"
10,18,"IC2022_PCCAMPUSES",18068,22,"PCROOM","2",392,77.78,2,"No","Institution provide on-campus housing"
10,18,"IC2022_PCCAMPUSES",18069,23,"PCALLONCAM","2",417,82.74,2,"No","Full-time, first-time degree/certificate-seeking students required to live on campus   "
10,18,"IC2022_PCCAMPUSES",18203,3,"PCPRGMSR1","2",20,3.97,2,"Credit hours","Largest program measured in credit or clock hours"
10,11,"FLAGS2022",20001,1139,"STAT_EF","2",9,0.14,2,"Partial respondent imputed","Response status of institution -  Fall enrollment"
10,11,"FLAGS2022",20006,1140,"LOCK_EF","1",,,2,"Has data, not edited","Status of Fall Enrollment survey when data collection closed"
10,11,"FLAGS2022",20011,1141,"PRCH_EF","2",1,0.02,2,"Child record - data reported with parent campus","Parent/child indicator f- Fall enrollment"
10,11,"FLAGS2022",20021,1144,"IMP_EF","2",1,0.02,2,"Nearest neighbor (NN)","Type of imputation method - Fall enrollment"
10,11,"FLAGS2022",20026,1145,"PTA99_EF","2",,,2,"Partial respondent imputed","Status enrollment by race/ethnicity (99.0000 CIP)"
10,11,"FLAGS2022",20031,1147,"PTB_EF","4",,,2,"Nonrespondent imputed","Status enrollment summary by age"
10,11,"FLAGS2022",20036,1148,"PTC_EF","2",8,0.13,2,"Partial respondent imputed","Status residence of first-time first-year students"
10,11,"FLAGS2022",20041,1149,"PTD_EF","2",2,0.03,2,"Partial respondent, imputed","Status total entering class and retention rates"
20,23,"EF2022B",20391,2,"EFBAGE","2",6355,8.15,2,"Age under 25 total","Age category"
20,23,"EF2022B",20396,1,"LSTUDY","2",31921,40.93,2,"Undergraduate","Level of student"
20,24,"EF2022C",20546,1,"EFCSTATE","58",5387,7.55,2,"US total","State of residence when student was first admitted"
14,140,"EFFY2022",20661,2,"EFFYLEV","2",5758,4.90,2,"Undergraduate","Undergraduate or graduate level of student"
20,21,"EF2022A",21985,2,"LINE","2",3487,3.00,2,"Full-time undergraduate, other degree/certificatee-seeking, transfer-ins","Level of student (original line number on survey form)"
20,21,"EF2022A",21990,3,"SECTION","2",31827,27.41,2,"Part-time","Attendance status of student"
20,21,"EF2022A",21991,4,"LSTUDY","2",,,2,"First-professional","Level of student"
20,24,"EF2022C",21993,1197,"LINE","2",622,0.87,2,"Alaska","State of residence  (original line number on survey form)"
20,22,"EF2022CP",21994,26,"CIPCODE","14.0000",16829,10.14,2,"Engineering","CIP Code for major field of study"
20,22,"EF2022CP",21995,27,"LINE","2",6357,3.83,2,"Full-time degree-seeking undergraduates, transfer-ins","Level of student (original line number on survey form)"
20,22,"EF2022CP",21996,28,"SECTION","2",44613,26.89,2,"Part-time","Attendance status of student"
20,22,"EF2022CP",21997,29,"LSTUDY","2",8340,5.03,2,"All students, Undergraduate total","Level of student"
14,140,"EFFY2022",22023,3,"LSTUDY","2",,,2,"First professional","Original level of study on survey form"
14,141,"EFIA2022",22028,1280,"ACTTYPE","2",3798,62.92,2,"Credit hours","Is instructional activity based on credit or clock hours"
20,23,"EF2022B",22992,12,"LINE","2",5298,6.79,2,"Age 18-19","Original line number on survey form"
10,10,"HD2022",23357,1,"INSTSIZE","2",1538,24.58,2,"1,000 - 4,999","Institution size category"
10,11,"FLAGS2022",24001,1,"STAT_E12","2",,,2,"Partialrespondent, imputed","Response status of institution - 12-month enrollment"
10,11,"FLAGS2022",24006,4,"LOCK_E12","1",,,2,"Has data not edited","Status of 12-month enrollment component whe data collection closed"
10,11,"FLAGS2022",24011,7,"PRCH_E12","2",1,0.02,2,"Child record - data reported with parent campus","Parent/child indicator for 12-month enrollment"
10,11,"FLAGS2022",24021,16,"IMP_E12","2",1,0.02,2,"Nearest neighbor (NN)","Type of imputation method - 12 month enrollment"
10,12,"IC2022",24566,1,"DISAB","2",1681,27.39,2,"More than 3 percent","Percent indicator of undergraduates formally registered as students with disabilities"
10,11,"FLAGS2022",30001,51,"STAT_C","2",,,2,"Partial respondent, imputed","Response status -  Completions component"
10,11,"FLAGS2022",30011,53,"PRCH_C","2",7,0.11,2,"Child record - all data reported with parent campus","Parent/child indicator for completions"
10,11,"FLAGS2022",30021,57,"IMP_C","2",,,2,"Nearest neighbor (NN)","Type of imputation method Completions"
30,30,"C2022_A",31005,1,"MAJORNUM","2",151245,9.14,2,"Second major","First or Second Major"
30,30,"C2022_A",35005,3,"AWLEVEL","12",363310,21.95,2,"Degrees total","Award Level code"
10,11,"FLAGS2022",40002,2,"SA_EXCL","2",3860,61.70,2,"No","Salary exclusion"
90,91,"SAL2022_IS",40106,1,"ARANK","1",2463,15.94,2,"Professor","Academic rank"
10,11,"FLAGS2022",40224,1,"STAT_SA","2",16,0.26,2,"Partial respondent, imputed","Response status to SA survey"
10,11,"FLAGS2022",50001,806,"STAT_S","2",2,0.03,2,"Partial respondent imputed","Response status for Fall Staff "
10,11,"FLAGS2022",50026,58,"FTEMP15","2",1546,24.71,2,"No","Does institution have 15 or more full-time employees"
90,93,"S2022_OC",50131,4,"SABDTYPE","11",5707,3.11,2,"Full-time postecondary teachers (occupation code prior to 2012)","Identifies occupations consistent with previous codes"
90,96,"S2022_NH",50581,4,"SGTYPE","2",3062,7.31,2,"Full-time postecondary teachers (occupation code prior to 2012)","Old new hire categories that are consitent with new codes"
90,95,"S2022_IS",53011,1,"ARANK","2",9237,14.41,2,"Associate professors","Academic rank"
90,93,"S2022_OC",53021,2,"FTPT","2",68003,37.05,2,"Full-time","Full-time or part-time status"
90,96,"S2022_NH",53046,3,"FACSTAT","10",2945,7.03,2,"With faculty status, total","Faculty and tenure status"
10,11,"FLAGS2022",60001,36,"FORM_F","4",1936,30.95,2,"GASB Reporting Standards 34/35","Identifies reporting standards GASB, FASB, or modified FASB(for-profit institutions) used to report finance data"
10,11,"FLAGS2022",60006,1,"STAT_F","2",1,0.02,2,"Partial respondent imputed","Response status for Finance survey"
10,11,"FLAGS2022",60011,6,"LOCK_F","0",102,1.63,2,"No data submitted","Status of Finance survey when data collection closed"
10,11,"FLAGS2022",60015,10,"PRCHTP_F","2",386,6.17,2,"Partial parent child system (1)","Parent/child system indicator - Finance "
10,11,"FLAGS2022",60016,11,"PRCH_F","2",215,3.44,2,"Child record - data reported with parent campus","Parent/child indicator - Finance "
10,11,"FLAGS2022",60026,31,"IMP_F","2",3,0.05,2,"Nearest neighbor (NN)","Type of imputation method  Finance "
10,11,"FLAGS2022",60041,51,"GPFS","2",139,2.22,2,"No (qualified)","Audit Opinion GPFS from auditor (all finance)"
10,11,"FLAGS2022",60051,56,"F1GASBAL","2",137,2.19,2,"Governmental Activities","GASB alternative accounting model"
10,11,"FLAGS2022",60081,76,"F2PELL","2",200,3.20,2,"Federal grants","Account for Pell grants as pass through transactions or as federal grant revenues to the institution (FASB  institutions)?"
10,11,"FLAGS2022",60082,77,"F3PELL","2",,,2,"Federal grants","Account for Pell grants as pass through transactions or as federal grant revenues to the institution (private-for-profit institutions)?"
10,11,"FLAGS2022",60091,66,"F_ATHRV1","0",1118,17.87,2,"Not included with sales and services of educational activities","Are intercollegiate athletic revenues included with sales and services of educational activities "
10,11,"FLAGS2022",60092,67,"F_ATHRV2","0",827,13.22,2,"Not included with sales and services of auxiliary enterprises","Are intercollegiate athletic revenues included with sales and services of auxiliary enterprises"
10,11,"FLAGS2022",60094,68,"F_ATHRV9","0",1152,18.41,2,"Not included with sources other than sales and services","Are intercollegiate athletic revenues included with a source other than educational activities or auxiliary enterprises"
10,11,"FLAGS2022",60100,61,"FCOLATHL","2",1226,19.60,2,"No","Participates in intercollegiate athletics"
10,11,"FLAGS2022",60102,62,"F_ATHEX1","0",1493,23.87,2,"Not accounted for as auxlliary enterprises","Intercollegiate athletic expenses accounted for as auxiliary enterprises"
10,11,"FLAGS2022",60104,63,"F_ATHEX2","0",644,10.29,2,"Not accounted for as student services","Intercollegiate athletic expenses accounted for as student services"
10,11,"FLAGS2022",60106,64,"F_ATHEX9","0",1985,31.73,2,"Not accounted for as other expense functional category","Intercollegiate athletic expenses accounted for as other expense functional classification"
10,11,"FLAGS2022",60110,65,"F_ATHRV","2",484,7.74,2,"Does not have athletic revenues","Intercollegiate athletic revenues"
60,61,"F2122_F2",61281,1,"F2FHA","2",338,18.97,2,"No","Does this institution or any of its foundations or other affiliated organizations own endowment assets ?"
60,60,"F2122_F1A",62376,1,"F1FHA","2",305,15.75,2,"No","Does this institution or any of its foundations or other affiliated organizations own endowment assets ?"
60,62,"F2122_F3",66910,260,"F3F03","2",12,0.57,2,"Aggregate amounts paid by multi-institution or multi-campus organization NOT indicated in IC (diretory information)","Designee who paid the reported tax expenses for the institution"
10,11,"FLAGS2022",66915,78,"F3BIST","2",149,2.38,2,"Partnership (General, Limited, Limited Liability) ","Type of business structure for tax purposes (private-for-profit, degree-granting institutions)"
60,60,"F2122_F1A",67051,1,"F1MHP","2",546,28.20,2,"No","Pension information reported    "
60,60,"F2122_F1A",67052,2,"F1MHOP","2",629,32.49,2,"No","Postemployment benefits other than pension (OPEB)  reported"
10,11,"FLAGS2022",70001,1856,"STAT_SFA","2",8,0.13,2,"Partial respondent, imputed","Response status for Student Financial Aid survey"
10,11,"FLAGS2022",70006,1857,"LOCK_SFA","0",93,1.49,2,"No data submitted","Status of Student Financial Aid Survey when data collection closed"
10,11,"FLAGS2022",70011,1858,"PRCH_SFA","2",1,0.02,2,"Child record - data reported with parent campus","Parent/child indicator Student Financial Aid survey"
10,11,"FLAGS2022",70021,1860,"IMP_SFA","2",5,0.08,2,"Nearest neighbor (NN)","Type of imputation method Student Financial Aid"
10,11,"FLAGS2022",71981,1861,"SFAFORM","2",1826,29.19,2,"Undergraduate student financial and undergraduate and graduate military servicemembers/veteran's benefits are applicable","SFA collection form type"
10,11,"FLAGS2022",80001,1,"STAT_GR","2",,,2,"Partial respondent, imputed","Response status - Graduation Rates"
10,11,"FLAGS2022",80011,5,"PRCH_GR","2",,,2,"Child record - data reported at parent campus","Parent/child indicator - Graduation Rates"
10,11,"FLAGS2022",80021,9,"IMP_GR","2",1,0.02,2,"Nearest neighbor (NN)","Imputation method - Graduation Rates"
10,11,"FLAGS2022",80026,11,"COHRTSTU","2",354,5.66,2,"No, did not enroll full-time, first-time (undergraduate) students","Enrolled any full-time first-time students"
10,11,"FLAGS2022",80101,35,"STAT_GR2","2",,,2,"Partial respondent, imputed","Response status - Graduation Rates 200"
10,11,"FLAGS2022",80106,36,"LOCK_GR2","1",,,2,"Has data, not edited","Status of Graduation rate 200 survey when data collection closed"
10,11,"FLAGS2022",80111,37,"PRCH_GR2","2",,,2,"Child record - data reported at parent campus","Parent/child indicator - Graduation Rates 200"
10,11,"FLAGS2022",80121,40,"IMP_GR2","2",,,2,"Nearest neighbor (NN)","Imputation method - Graduation Rates 200"
50,80,"GR2022",80900,30,"CHRTSTAT","11",1380,2.87,2,"Exclusions","Graduation rate status in cohort"
50,80,"GR2022",80901,31,"COHORT","2",18681,38.80,2,"Bachelor's or equiv 2016  subcohort (4-yr institution)","Cohort"
50,80,"GR2022",80902,32,"SECTION","2",18681,38.80,2,"Bachelor's or equiv 2016 subcohort (4-yr institution)","Section of survey form"
50,80,"GR2022",80903,33,"LINE","45",783,1.63,2,"Exclusions","Original line number of survey form"
50,82,"GR2022_PELL_SSL",81501,1,"PSGRTYPE","2",2022,24.24,2,"Bachelor's degree seeking 2016 cohort - four-year institutions 
","Cohort type"
50,85,"GR2022_GENDER",81721,1,"GRCHRTYR","2",1497,27.86,2,"2019 cohort (two-year institutions)
","Cohort"
10,11,"FLAGS2022",82101,41,"STAT_OM","2",,,2,"Partial respondent, imputed","Response status - Outcome Measures"
10,11,"FLAGS2022",82111,43,"PRCH_OM","2",,,2,"Child record - data reported at parent campus","Parent/child indicator - Outcome Measures"
10,11,"FLAGS2022",82126,47,"IMP_OM","2",,,2,"Nearest neighbor (NN)","Imputations method - Outcome Measures"
55,181,"OM2022",83001,1,"OMCHRT","51",3525,7.36,2,"Total entering, Pell Grant recipients","Cohort category"
10,11,"FLAGS2022",90001,901,"STAT_EAP","2",2,0.03,2,"Partial respondent, imputed","Response status for EAP "
10,11,"FLAGS2022",90003,903,"STAT_HR","2",16,0.26,2,"Partial respondent, imputed","Response status of institution for Human Resources (HR) component"
10,11,"FLAGS2022",90005,905,"IMP_HR","2",7,0.11,2,"Nearest neighbor (NN)","Type of Imputation method - Human Resources (HR) component"
10,11,"FLAGS2022",90007,907,"LOCK_HR","1",,,2,"Has data not edited","Status of Human Resources (HR) component when data collection closed"
10,11,"FLAGS2022",90009,909,"PRCH_HR","2",67,1.07,2,"Child record - all data reported with parent campus","Parent/child  indicator - Human Resources (HR) component "
90,90,"EAP2022",90111,3,"FACSTAT","10",26882,9.21,2,"With faculty status, total","Faculty and tenure status"
10,11,"FLAGS2022",90200,23,"TENURSYS","2",1608,25.70,2,"No tenure system","Does institution have a tenure system"
10,11,"FLAGS2022",160001,1,"STAT_AL","2",7,0.11,2,"Partial respondent, imputed","Response status -  Academic Libraries component"
