UNITID,LPBOOKSP,LPMEDIAP,LPSERIAP,LEBOOKSP,LEDATABP,LEMEDIAP,LESERIAP,LSALWAGP,LFRNGBNP,LEXMSBBP,LEXMSCSP,LEXMSOTP,LEXOMTLP,LEXPTOTF,LTOTLFTE,LLIBRFTE,LPROFFTE,LPAIDFTE,LSTUDFTE
200873,98,2,0,0,0,0,0,,,,,,,,2.25,1.00,0.00,0.50,0.75
201061,94,6,0,0,0,0,0,,,,,,,,1.00,0.00,0.00,0.00,1.00
201104,24,1,0,57,0,5,13,56,16,1,20,5,2,191,13.25,7.00,0.00,2.50,3.75
201140,16,0,0,75,0,0,8,53,14,8,9,0,16,2701,3.75,2.20,0.00,0.85,0.70
201177,1,0,0,49,0,43,8,44,8,6,38,0,4,604,2.00,1.00,1.00,0.00,0.00
201195,9,1,0,58,0,19,12,46,15,3,35,1,0,352,11.80,6.50,2.00,1.50,1.80
201283,3,1,0,45,0,45,6,54,10,1,10,0,26,211,2.00,0.00,2.00,0.00,0.00
201371,9,0,0,70,0,1,21,47,0,4,23,1,25,476,4.04,2.44,0.00,0.00,1.60
201432,4,0,1,69,0,8,18,83,0,13,2,2,0,111,6.00,0.00,0.00,0.00,6.00
201441,51,19,0,22,0,2,6,48,16,3,28,2,3,482,66.93,19.00,17.00,17.63,13.30
201469,48,2,7,41,1,2,0,35,0,17,49,0,0,424,3.00,2.00,0.00,0.00,1.00
201548,54,2,0,26,0,7,10,38,0,8,47,0,7,513,42.00,7.00,2.00,1.00,32.00
201645,34,2,1,60,0,2,1,25,12,6,48,1,8,1084,89.40,41.00,14.00,24.00,10.40
201654,39,3,0,51,0,2,5,51,0,8,30,0,11,410,22.87,8.50,0.00,9.23,5.14
201672,2,0,0,84,0,8,4,61,19,8,11,0,2,108,3.09,1.60,0.00,0.80,0.69
201690,45,0,3,37,0,5,10,43,17,0,4,30,6,212,9.00,3.00,0.00,3.00,3.00
201751,3,0,0,71,0,26,1,,,,,,,,1.00,1.00,0.00,0.00,0.00
201821,17,0,2,8,0,0,72,19,0,0,80,0,0,711,2.50,1.50,1.00,0.00,0.00
201867,68,2,30,0,0,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
201885,53,0,2,37,0,3,4,40,0,2,39,9,9,583,131.00,33.00,58.00,19.00,21.00
201928,7,1,0,67,0,13,12,63,18,1,10,0,8,133,7.00,4.00,0.00,3.00,0.00
201946,96,3,0,0,0,0,0,70,0,3,25,0,2,78,5.00,2.00,1.00,0.00,2.00
201955,97,2,0,0,0,0,0,65,21,2,10,0,2,178,9.00,4.00,0.00,2.00,3.00
201964,7,0,0,57,0,31,5,51,8,7,1,2,32,240,5.00,1.50,1.00,0.00,2.50
201973,76,18,0,5,1,0,0,50,18,5,13,0,13,124,2.00,1.00,0.00,1.00,0.00
202046,4,1,0,38,0,0,56,71,0,5,16,0,8,537,5.50,3.00,2.00,0.00,0.50
202073,65,35,0,0,0,0,0,61,14,4,6,8,7,1195,20.00,3.00,4.00,0.00,13.00
202134,36,3,1,39,0,13,8,43,15,2,35,0,5,292,34.25,11.00,9.00,7.50,6.75
202170,8,0,0,83,0,0,9,57,0,6,21,5,11,354,5.50,4.00,1.00,0.00,0.50
202222,7,0,0,71,0,9,12,62,19,3,14,0,3,83,24.00,12.00,6.50,4.50,1.00
202356,64,5,1,24,0,1,6,63,22,4,8,0,3,204,11.00,2.00,2.00,7.00,0.00
202435,0,0,0,88,0,4,8,,,,,,,,1.00,1.00,0.00,0.00,0.00
202480,26,1,0,56,0,12,5,40,16,2,34,2,5,639,61.72,21.60,16.00,13.50,10.62
202514,12,0,0,70,0,1,16,53,0,1,29,1,17,475,45.50,1.00,1.50,0.00,43.00
202523,11,2,0,65,0,17,6,38,15,15,24,2,6,1700,26.50,10.00,0.00,13.00,3.50
202648,4,0,0,53,0,40,3,48,23,1,8,0,19,102,4.25,2.00,0.75,0.00,1.50
202763,11,0,0,70,0,1,17,43,9,1,39,0,8,194,7.20,4.00,0.00,1.00,2.20
202806,3,0,0,84,0,1,12,53,0,3,40,2,3,119,8.32,4.00,1.00,0.00,3.32
202903,22,1,0,0,0,75,1,,,,,,,,4.20,1.00,1.00,0.00,2.20
202912,35,0,1,2,0,7,56,19,8,1,71,1,1,2557,2.00,1.00,0.00,1.00,0.00
203067,91,2,3,3,0,0,1,56,22,7,3,5,7,4974,18.20,10.00,1.00,6.60,0.60
203085,8,1,0,75,0,1,14,52,0,3,28,1,16,227,7.00,2.00,0.00,2.00,3.00
203128,22,2,0,53,0,18,5,34,6,5,39,0,16,596,7.40,2.00,0.00,1.00,4.40
203155,2,0,0,62,0,29,6,,,,,,,,3.10,0.00,1.00,0.00,2.10
203289,98,2,0,0,0,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
203331,6,0,0,64,0,16,14,51,24,2,16,1,7,13,4.00,1.00,2.00,1.00,0.00
203368,26,0,0,60,0,0,14,36,0,16,16,12,20,725,47.00,4.00,3.00,5.00,35.00
203386,0,0,0,100,0,0,0,0,0,0,100,0,0,54,1.00,1.00,0.00,0.00,0.00
203447,2,0,0,87,0,5,6,67,28,0,5,0,0,178,1.49,1.49,0.00,0.00,0.00
203456,1,0,0,88,0,5,6,,,,,,,,1.50,0.00,1.00,0.00,0.50
203465,4,0,0,85,0,5,6,65,29,0,6,0,0,194,9.00,3.00,0.00,2.00,4.00
203474,1,0,0,88,0,5,6,66,28,1,3,0,2,181,6.00,1.00,0.00,2.00,3.00
203483,4,0,0,85,0,5,6,53,36,3,5,0,3,154,4.00,1.00,0.00,1.00,2.00
203492,2,0,0,87,0,5,6,,,,,,,,1.75,0.00,1.00,0.00,0.75
203517,44,7,1,43,0,2,3,39,16,4,36,2,4,473,78.78,31.10,32.45,4.00,11.23
203526,0,0,0,88,0,5,6,67,30,0,3,0,0,154,1.00,1.00,0.00,0.00,0.00
203535,16,2,0,66,0,12,4,42,19,6,27,2,5,1543,24.00,11.00,2.00,4.00,7.00
203544,11,2,0,2,0,68,17,33,9,16,10,24,8,411,3.75,2.00,0.00,1.00,0.75
203580,8,0,0,76,0,0,16,59,0,0,13,27,1,180,13.00,2.00,0.00,0.00,11.00
203599,97,2,0,1,0,0,0,61,19,10,2,7,2,324,11.50,5.04,0.00,6.46,0.00
203678,3,0,0,84,0,8,4,64,18,9,1,0,9,105,4.88,1.22,0.00,0.61,3.05
203720,0,0,0,52,0,0,47,,,,,,,,0.10,0.10,0.00,0.00,0.00
203739,0,0,0,52,0,0,47,,,,,,,,0.10,0.10,0.00,0.00,0.00
203748,10,0,0,69,0,0,20,54,14,3,11,0,18,157,14.10,2.20,0.50,9.90,1.50
203757,5,0,0,81,0,0,14,73,24,1,0,2,0,115,7.00,2.00,0.00,0.00,5.00
203775,12,1,0,60,0,18,9,39,0,1,47,0,13,294,5.08,1.80,0.00,1.63,1.65
203845,38,2,1,47,0,9,2,47,16,4,22,1,9,753,11.65,5.00,0.00,3.77,2.88
203881,2,0,0,85,0,9,4,63,20,1,14,0,3,51,1.35,0.45,0.00,0.45,0.45
203960,1,0,0,71,0,9,18,55,7,3,34,0,1,378,4.80,2.00,1.80,0.00,1.00
203997,15,1,0,67,0,0,17,69,0,1,1,14,15,1999,3.00,2.00,1.00,0.00,0.00
204006,4,0,0,69,0,6,21,58,22,5,13,1,2,221,11.00,3.00,0.00,2.00,6.00
204015,2,0,0,70,0,6,22,54,18,7,7,3,10,301,5.00,2.00,2.00,0.00,1.00
204024,39,2,2,40,0,3,13,40,14,5,33,0,7,513,106.00,38.00,12.00,28.00,28.00
204176,1,0,0,88,0,1,10,22,4,49,0,21,4,1077,3.00,3.00,0.00,0.00,0.00
204185,17,1,0,60,0,14,8,27,5,2,39,23,4,713,12.60,4.00,0.00,4.00,4.60
204194,16,1,0,46,0,31,5,47,0,1,34,0,18,139,5.23,1.00,1.00,0.00,3.23
204200,13,1,0,63,0,12,12,47,10,4,27,3,10,372,6.50,5.00,0.00,0.00,1.50
204255,96,1,0,0,2,0,0,63,23,0,13,0,1,138,8.00,1.00,1.00,0.00,6.00
204264,15,0,0,72,0,1,11,70,0,0,12,9,9,158,7.00,3.25,1.00,0.00,2.75
204422,2,0,0,85,0,9,4,63,13,0,13,6,5,27,2.45,0.35,0.35,0.35,1.40
204440,7,0,0,57,1,29,7,46,36,6,1,0,10,108,3.00,1.00,0.00,1.00,1.00
204468,10,0,0,60,0,11,19,45,12,0,28,0,14,170,2.00,2.00,0.00,0.00,0.00
204477,1,0,0,91,0,0,8,27,7,1,60,0,5,1019,11.50,4.00,2.50,0.00,5.00
204486,4,0,0,80,0,16,0,34,4,1,41,0,20,52,5.00,1.00,0.00,0.00,4.00
204501,38,5,1,46,0,5,5,40,19,7,26,2,6,2128,59.95,17.50,2.50,25.00,14.95
204608,99,0,0,0,0,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
204617,11,0,0,75,0,1,12,50,8,1,29,6,5,402,6.85,4.00,0.00,1.75,1.10
204635,29,1,0,40,0,14,17,35,13,3,42,0,7,717,20.83,9.00,0.00,7.50,4.33
204662,1,0,0,86,0,9,4,45,10,0,42,0,2,1052,6.50,3.00,0.00,2.00,1.50
204671,3,0,0,84,0,8,4,64,18,9,1,0,9,118,3.12,0.78,0.00,0.39,1.95
204680,2,0,0,85,0,9,4,63,13,0,13,6,5,89,4.55,0.65,0.65,0.65,2.60
204699,2,0,0,85,0,9,4,63,20,1,14,0,3,73,1.65,0.55,0.00,0.55,0.55
204705,2,0,0,84,0,8,4,61,19,8,11,0,2,128,4.64,2.40,0.00,1.20,1.04
204796,65,2,3,26,0,3,1,29,8,7,26,1,30,977,343.00,80.00,72.00,104.00,87.00
204802,50,8,2,32,0,5,4,38,13,8,34,0,6,254,0.77,0.34,0.06,0.32,0.06
204820,50,8,2,32,0,5,4,38,13,8,34,0,6,100,0.77,0.34,0.06,0.32,0.06
204839,50,8,2,32,0,5,4,38,13,8,34,0,6,110,0.77,0.34,0.06,0.32,0.06
204848,50,8,2,32,0,5,4,38,13,8,34,0,6,117,0.77,0.34,0.06,0.32,0.06
204857,50,8,2,32,0,5,4,38,13,8,34,0,6,450,73.40,32.05,5.70,30.15,5.45
204866,50,8,2,32,0,5,4,38,13,8,34,0,6,120,0.77,0.34,0.06,0.32,0.06
204884,84,0,1,0,15,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
204909,21,1,0,48,0,23,7,39,18,1,28,2,11,1107,15.00,7.50,0.00,4.00,3.50
204936,16,2,0,61,0,1,19,56,9,6,22,0,7,531,41.45,4.95,3.00,4.50,29.00
204945,7,1,0,78,0,10,4,66,22,2,0,10,0,84,11.00,5.00,1.00,0.00,5.00
204990,13,0,0,77,0,0,10,23,0,1,12,0,64,765,1.00,1.00,0.00,0.00,0.00
205027,19,0,0,72,0,0,9,50,11,6,17,0,16,4395,4.00,2.00,0.00,1.00,1.00
205054,100,0,0,0,0,0,0,,,,,,,,2.00,0.00,1.00,0.00,1.00
205124,85,15,0,0,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
205179,92,8,0,0,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
205203,30,0,0,48,0,20,2,69,0,1,12,1,18,177,4.80,2.00,0.00,1.00,1.80
205391,1,0,0,65,0,11,23,,,,,,,,0.38,0.38,0.00,0.00,0.00
205443,19,1,0,59,0,9,12,62,18,0,13,1,5,338,15.00,2.00,0.00,5.00,8.00
205470,9,0,0,53,0,33,5,60,13,7,16,0,4,83,10.50,7.00,0.00,3.50,0.00
205559,0,0,0,99,0,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
205841,0,0,0,0,50,0,50,40,12,0,5,0,42,82,2.00,2.00,0.00,0.00,0.00
205887,95,5,1,0,0,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
205957,18,0,0,69,0,0,13,52,0,3,44,0,1,266,47.00,5.00,0.00,2.00,40.00
205966,2,0,0,50,0,42,6,38,10,0,39,0,12,161,3.62,0.00,1.00,2.62,0.00
206011,2,0,0,37,0,60,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
206048,8,0,0,77,0,0,15,40,0,1,12,35,12,141,12.00,2.00,0.00,0.00,10.00
206084,44,2,1,43,0,4,6,39,13,2,38,3,5,462,47.50,21.00,5.50,15.00,6.00
206154,96,0,2,0,0,0,1,,,,,,,,0.50,0.25,0.00,0.00,0.25
206279,0,0,0,78,0,7,15,33,8,7,49,0,3,638,2.60,2.60,0.00,0.00,0.00
206288,1,0,0,5,0,93,0,55,9,1,33,0,1,842,7.00,1.00,0.00,2.00,4.00
206349,11,1,0,64,0,15,10,78,0,3,18,0,1,605,25.00,5.00,1.00,7.00,12.00
206394,65,33,1,0,1,0,0,,,,,,,,,,,,
206437,12,1,0,64,0,6,18,48,17,2,27,6,1,265,9.00,5.00,4.00,0.00,0.00
206446,2,0,0,62,0,31,5,58,16,1,0,8,17,151,2.45,1.00,1.14,0.00,0.31
206491,6,0,0,57,0,1,36,54,10,4,17,2,14,336,7.00,1.00,1.00,0.00,5.00
206507,11,0,0,73,0,1,15,59,0,5,25,0,11,321,7.43,3.12,0.00,1.41,2.90
206516,6,0,0,75,0,1,18,,,,,,,,0.50,0.00,0.50,0.00,0.00
206525,32,2,0,55,0,0,10,37,5,4,47,1,6,690,13.85,4.00,0.00,3.00,6.85
206589,14,0,0,37,0,45,4,44,4,10,39,1,2,1277,29.00,8.00,4.00,5.00,12.00
206604,55,1,0,34,0,5,6,32,11,7,40,0,10,658,40.60,16.72,9.30,12.02,2.56
206613,0,0,0,77,0,11,13,,,,,,,,1.00,1.00,0.00,0.00,0.00
206622,18,1,0,64,0,6,12,40,12,3,37,0,8,356,21.90,11.00,0.40,5.00,5.50
206695,38,5,1,32,0,18,7,34,13,12,31,1,9,254,20.74,8.25,9.00,0.00,3.49
206817,76,0,0,15,0,9,0,,,,,,,,5.00,1.00,0.00,0.00,4.00
206835,61,1,0,37,0,1,0,48,11,2,34,0,4,332,6.25,2.00,0.00,0.00,4.25
206862,3,0,0,90,0,5,2,56,0,2,27,13,2,244,19.00,3.00,2.00,2.00,12.00
206914,17,2,0,64,0,10,7,41,16,5,30,2,8,414,16.50,4.50,3.00,4.00,5.00
206923,22,0,0,34,0,44,0,50,15,11,18,1,4,154,4.50,1.00,1.00,0.50,2.00
206932,71,4,10,0,14,1,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
206941,40,1,2,45,0,6,7,33,12,5,31,0,19,526,61.50,15.00,5.50,26.00,15.00
206996,13,2,0,33,0,19,33,43,17,1,34,4,2,210,5.00,1.00,3.00,0.00,1.00
207041,34,40,11,14,0,0,1,45,19,2,25,0,9,399,23.76,6.00,0.00,7.00,10.76
207050,80,20,0,0,0,0,0,58,13,8,17,1,2,183,3.00,2.00,1.00,0.00,0.00
207069,83,7,0,9,0,0,0,52,20,0,7,10,11,109,3.00,1.00,0.00,0.00,2.00
207157,94,2,0,4,0,0,0,,,,,,,,1.75,1.00,0.25,0.00,0.50
207209,11,0,0,64,0,12,12,38,13,4,40,6,0,491,10.00,4.00,1.00,4.00,1.00
207236,20,1,0,9,0,61,9,64,26,1,7,2,0,100,3.28,1.00,1.00,0.63,0.65
207254,24,53,21,0,1,0,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
207263,46,4,1,21,0,15,13,43,18,2,28,0,8,480,42.00,11.00,2.00,13.00,16.00
207281,17,1,0,82,0,0,0,58,20,1,17,1,3,123,6.00,3.00,1.00,0.00,2.00
207290,99,0,0,1,0,0,0,47,23,0,28,0,2,165,4.50,1.00,2.00,1.00,0.50
207306,25,0,6,68,0,0,0,41,23,1,23,13,0,282,13.50,3.00,1.00,0.50,9.00
207315,16,11,0,26,0,3,44,36,11,0,53,0,0,1327,10.50,6.00,0.00,2.50,2.00
207324,25,1,0,37,0,9,28,58,8,3,24,0,7,333,9.50,4.00,0.00,2.50,3.00
207342,69,4,0,22,0,0,5,22,7,3,62,4,3,1152,22.00,0.00,4.00,15.00,3.00
207351,16,0,4,0,76,0,3,64,25,4,2,4,2,240,13.00,1.00,0.00,3.00,9.00
207388,48,5,2,37,0,0,7,32,11,4,41,0,12,807,249.00,37.00,17.00,30.00,165.00
207397,6,0,0,94,0,0,0,40,16,2,38,2,3,102,5.00,2.00,0.00,3.00,0.00
207403,23,8,0,37,0,20,12,49,9,2,38,1,1,308,9.80,4.00,0.80,0.00,5.00
207449,47,3,0,8,0,28,13,54,24,2,11,0,9,110,12.70,4.50,0.00,4.20,4.00
207458,20,6,0,49,0,17,7,61,0,6,14,0,19,653,28.00,12.00,0.00,9.00,7.00
207500,44,37,1,18,0,0,1,37,0,4,45,4,10,663,138.00,45.00,23.00,34.00,36.00
207564,3,1,0,40,0,14,42,34,13,2,29,1,22,188,8.00,1.00,0.00,2.00,5.00
207582,35,6,1,37,0,12,9,71,0,0,25,0,4,501,15.00,6.00,3.00,3.00,3.00
207661,11,1,0,65,0,11,12,41,18,4,27,1,9,321,9.50,4.00,3.00,0.00,2.50
207670,7,1,0,36,0,20,36,53,19,0,24,0,3,340,15.00,4.00,4.00,7.00,0.00
207722,30,1,0,0,0,40,28,53,0,0,45,0,1,330,16.00,3.00,0.00,0.00,13.00
207740,100,0,0,0,0,0,0,,,,,,,,,,,,
207847,32,33,0,23,0,0,13,41,15,5,33,0,6,232,17.00,4.00,0.00,5.00,8.00
207856,8,0,0,91,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
207865,2,0,0,3,0,95,1,36,17,3,35,1,7,330,31.00,6.00,0.00,8.00,17.00
207935,21,1,0,33,0,20,24,60,23,1,11,0,5,289,39.00,17.50,0.00,20.50,1.00
207962,68,4,9,0,7,0,11,,,,,,,,1.00,0.00,1.00,0.00,0.00
207971,45,9,0,41,0,0,4,30,7,3,54,0,6,1026,34.35,13.00,9.00,1.50,10.85
208035,97,3,0,1,0,0,0,53,22,2,2,0,21,208,4.28,1.00,1.00,1.42,0.86
208275,14,1,0,0,0,85,0,52,25,1,16,1,5,273,4.71,1.00,1.00,1.41,1.30
208318,11,0,0,50,0,21,17,48,28,3,12,0,10,287,7.70,4.90,2.60,0.20,0.00
208390,13,1,0,49,0,27,10,52,31,2,8,0,8,334,20.36,7.33,2.00,11.03,0.00
208406,11,0,0,79,0,0,9,53,25,6,16,0,0,365,7.00,4.00,0.00,3.00,0.00
208415,84,15,0,0,0,0,0,72,4,3,17,2,3,490,3.45,2.30,1.00,0.00,0.15
208479,61,36,2,0,1,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
208512,0,0,0,0,100,0,0,,,,,,,,,,,,
208646,19,5,1,56,0,10,9,44,25,4,21,1,5,821,17.00,7.00,0.00,5.00,5.00
208725,90,0,0,8,0,2,0,,,,,,,,7.00,0.00,1.00,0.00,6.00
208822,11,0,0,61,0,17,11,45,9,7,31,1,7,560,18.50,7.00,0.00,5.80,5.70
209038,12,1,0,45,0,29,12,54,29,2,7,1,7,374,12.50,4.00,1.00,6.50,1.00
209056,20,5,1,56,0,10,7,41,11,8,17,18,4,1200,34.40,15.80,4.00,5.60,9.00
209065,30,3,0,47,0,8,11,45,12,3,31,7,2,1277,16.63,3.08,3.72,3.85,5.98
209074,7,1,0,62,0,18,13,83,0,8,5,1,3,226,10.70,4.20,0.00,6.50,0.00
209241,65,0,0,33,0,0,2,55,10,13,12,0,11,4313,11.00,2.00,1.00,2.00,6.00
209250,9,1,0,37,0,18,35,52,31,1,13,1,2,466,10.00,3.00,3.00,4.00,0.00
209287,33,1,2,64,0,0,0,49,8,7,19,0,16,727,6.00,1.00,2.00,0.00,3.00
209296,38,4,1,16,0,0,41,39,9,2,42,0,8,526,2.55,2.00,0.00,0.00,0.55
209409,8,1,0,61,0,12,18,60,4,3,26,0,8,391,6.25,1.00,0.00,2.00,3.25
209490,16,0,1,57,0,15,10,30,10,4,53,1,2,2581,28.65,11.12,5.00,9.00,3.53
209506,7,0,0,68,0,13,11,48,30,1,17,1,2,467,13.98,6.00,0.00,5.50,2.48
209542,46,7,2,33,0,4,8,34,19,1,37,0,8,551,96.03,28.71,15.05,28.71,23.56
209551,46,4,2,40,0,5,3,31,29,5,28,0,7,1037,141.00,46.00,13.00,48.00,34.00
209603,89,10,1,0,0,0,0,60,11,9,14,4,3,425,3.45,0.00,3.00,0.00,0.45
209612,25,3,0,44,0,15,13,45,16,3,29,3,4,693,26.75,7.00,8.75,6.00,5.00
209746,17,2,0,44,0,24,13,58,32,2,4,0,4,316,43.05,21.05,0.00,22.00,0.00
209807,34,19,2,35,0,7,3,34,20,8,33,2,5,611,64.00,19.00,6.00,32.00,7.00
209825,15,1,0,58,0,19,7,35,0,7,51,1,6,714,16.85,8.05,1.00,5.75,2.05
209922,17,2,0,71,0,6,4,35,0,9,51,1,4,3453,26.48,12.00,0.00,12.48,2.00
209940,82,18,0,0,0,0,0,54,32,3,6,1,4,465,9.80,3.80,0.00,6.00,0.00
210146,32,32,0,21,0,13,3,48,28,3,15,1,6,652,26.40,4.83,13.25,0.00,8.32
210155,8,1,0,91,0,0,0,49,24,8,3,11,6,234,3.00,1.00,0.00,2.00,0.00
210234,8,1,0,91,0,0,0,44,28,7,8,11,2,222,5.00,1.00,0.00,3.00,1.00
210270,8,1,0,91,0,0,0,43,28,1,18,0,10,179,3.17,2.00,0.00,1.00,0.17
210304,16,1,0,40,0,19,23,60,16,0,25,0,0,311,7.98,1.14,0.00,0.57,6.27
210331,34,0,0,52,0,15,0,61,0,9,3,27,0,212,6.80,2.00,0.80,0.00,4.00
210368,18,0,0,82,0,0,0,52,16,8,10,0,14,588,3.88,2.00,0.00,1.60,0.28
210401,59,3,1,23,0,0,15,45,11,4,32,0,8,1371,27.70,13.00,0.00,4.00,10.70
210429,23,1,0,51,0,7,18,48,27,1,16,1,7,651,19.00,8.00,2.00,5.00,4.00
210438,17,4,1,26,0,1,50,45,0,6,45,2,2,685,6.50,3.00,0.00,2.00,1.50
210492,95,1,1,2,0,0,0,62,8,1,13,3,13,2007,5.86,2.30,0.40,3.08,0.08
210571,18,1,0,23,0,0,58,36,12,8,36,3,4,610,11.56,5.56,1.00,3.00,2.00
210599,98,0,2,0,0,0,0,,,,,,,,1.00,0.00,0.00,1.00,0.00
210605,36,3,0,30,0,30,1,55,28,1,13,0,2,160,13.00,8.00,1.00,4.00,0.00
210669,18,0,0,64,0,7,10,47,0,2,38,2,11,869,15.50,4.50,2.00,3.00,6.00
210739,13,1,0,52,0,29,4,50,0,3,34,1,12,216,7.47,5.00,0.00,0.00,2.47
210775,14,0,0,52,0,9,24,33,14,1,9,43,0,322,7.00,3.00,0.00,1.50,2.50
210809,0,0,0,27,0,42,30,56,0,0,43,1,0,72,1.00,1.00,0.00,0.00,0.00
211024,38,2,0,14,0,0,47,39,2,2,55,1,1,323,3.78,1.00,0.00,1.00,1.78
211079,12,1,0,58,0,16,14,40,10,41,9,0,0,151,1.50,1.00,0.50,0.00,0.00
211088,69,1,0,3,0,0,27,34,0,4,58,2,2,349,9.00,4.00,1.00,0.00,4.00
211130,2,0,0,65,0,29,5,47,17,0,20,0,15,1052,1.00,0.00,1.00,0.00,0.00
211158,18,6,1,25,0,12,39,34,16,4,40,2,4,442,16.67,6.00,1.35,7.84,1.48
211273,40,1,1,53,0,0,6,42,0,8,44,3,2,2378,29.00,12.00,5.00,7.00,5.00
211291,31,1,0,60,0,5,3,26,0,3,54,3,14,1387,22.92,8.50,4.25,7.08,3.09
211307,66,1,0,7,0,26,0,58,14,5,15,8,0,239,11.55,6.25,0.00,5.30,0.00
211343,32,0,0,67,0,0,0,53,22,5,20,0,1,283,3.50,2.00,0.00,1.50,0.00
211352,16,1,0,82,0,0,0,45,16,3,33,0,3,442,10.42,5.00,1.00,3.00,1.42
211361,21,1,2,58,0,12,5,53,25,1,18,0,3,365,18.50,6.00,1.00,8.00,3.50
211431,11,0,0,82,0,7,0,34,9,5,34,1,18,353,7.00,4.00,1.00,0.00,2.00
211440,21,2,0,55,0,14,8,28,8,4,47,6,7,1254,75.00,24.00,19.00,17.00,15.00
211468,11,1,0,71,0,14,3,39,0,1,50,0,10,547,7.34,3.00,1.50,0.65,2.19
211477,20,1,0,79,0,0,0,38,9,1,47,0,4,664,3.26,3.00,0.00,0.00,0.26
211556,6,0,0,73,0,5,16,47,0,0,52,1,0,381,11.22,6.00,1.40,0.00,3.82
211583,15,0,0,37,0,2,46,42,0,2,7,35,13,200,5.10,3.00,0.00,1.10,1.00
211608,79,2,0,7,0,0,11,57,28,0,15,0,0,631,2.00,2.00,0.00,0.00,0.00
211644,29,1,0,51,0,10,9,49,32,0,14,1,3,574,18.00,6.00,1.00,8.00,3.00
211893,70,27,0,0,0,3,0,57,0,9,9,0,25,2642,4.00,4.00,0.00,0.00,0.00
211927,9,0,0,53,0,22,15,52,25,3,16,1,4,198,7.00,5.00,2.00,0.00,0.00
211981,34,1,0,1,0,0,64,62,0,1,28,1,7,267,7.00,5.00,0.00,0.00,2.00
212009,21,1,0,62,0,10,6,47,0,8,39,4,2,1341,25.24,11.00,0.00,12.00,2.24
212045,4,3,0,67,0,3,23,,,,,,,,1.00,0.00,0.00,1.00,0.00
212054,19,0,0,69,0,5,7,32,12,5,46,0,6,557,92.81,34.00,14.00,22.81,22.00
212106,22,1,0,60,0,5,11,37,11,3,41,2,6,735,47.00,23.00,5.00,11.00,8.00
212115,18,1,0,75,0,0,6,42,26,0,27,1,4,244,15.70,4.12,1.03,3.55,7.00
212133,18,1,0,66,0,10,5,32,7,4,46,2,9,244,5.50,3.50,0.00,2.00,0.00
212160,25,1,0,52,0,16,8,49,22,1,23,1,4,546,16.00,5.00,1.00,5.00,5.00
212197,7,1,0,76,0,11,6,31,0,25,32,0,11,621,10.00,6.00,0.00,1.00,3.00
212434,75,25,0,0,0,0,0,,,,,,,,1.00,0.00,1.00,0.00,0.00
212443,0,0,0,26,74,0,0,,,,,,,,,,,,
212577,24,12,0,49,0,6,9,39,0,3,52,1,5,1242,36.00,9.00,12.00,0.00,15.00
212601,21,0,0,64,0,10,5,52,0,2,35,1,10,250,22.50,6.00,0.00,4.50,12.00
212656,82,9,0,10,0,0,0,45,14,5,11,1,24,465,10.50,4.00,1.50,1.00,4.00
212674,13,1,0,25,0,55,6,45,0,12,33,2,8,1388,29.70,15.00,2.00,10.00,2.70
212771,65,3,0,32,0,0,0,79,0,0,21,0,0,309,8.00,2.00,5.00,0.00,1.00
212805,25,1,0,63,0,1,11,31,9,8,45,4,4,618,27.00,6.00,3.00,0.00,18.00
212832,15,1,0,72,0,0,12,53,0,2,43,1,0,403,11.50,5.50,0.00,4.00,2.00
212869,7,0,0,83,0,10,0,67,0,3,28,0,1,333,8.00,4.00,1.00,1.00,2.00
212878,12,0,0,45,0,28,14,60,20,4,16,0,0,252,27.03,14.53,5.00,7.50,0.00
212911,8,0,0,31,0,59,1,38,13,10,27,1,12,3404,32.20,17.00,2.00,5.60,7.60
212975,93,7,0,0,0,0,0,,,,,,,,2.00,1.00,0.00,0.00,1.00
212984,13,0,0,57,0,15,15,50,10,1,30,0,9,241,7.00,5.00,0.00,2.00,0.00
212993,1,0,0,14,0,86,0,,,,,,,,1.00,1.00,0.00,0.00,0.00
213011,85,7,0,8,0,0,0,32,9,1,0,55,4,297,4.90,3.50,1.00,0.00,0.40
213020,33,1,1,49,0,9,8,65,26,1,4,0,4,334,35.52,11.00,3.00,11.00,10.52
213233,1,0,0,97,0,0,1,,,,,,,,2.00,0.00,2.00,0.00,0.00
213251,13,1,0,79,0,0,7,39,15,0,32,0,14,660,9.00,5.00,1.00,0.00,3.00
213303,12,1,0,59,0,12,16,64,0,1,27,4,4,218,4.00,2.00,2.00,0.00,0.00
