UNITID,GRCOHRT,UGENTERN,PGRCOHRT,RRFTCT,RRFTEX,RRFTIN,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTEX,RRPTIN,RRPTCTA,RET_NMP,RET_PCP,STUFACR
151801,580,778,75,565,0,0,565,442,78,0,0,0,0,0,,13
151810,4,24,17,6,0,0,6,4,67,16,0,0,16,7,44,6
151962,51,111,46,11,0,0,11,1,9,0,0,0,0,0,,11
152044,,,,21,0,0,21,14,67,41,0,0,41,35,85,20
152080,2037,2226,92,2059,0,0,2059,2005,97,,,,,,,9
152099,125,204,61,154,5,0,149,106,71,14,0,0,14,12,86,11
152150,,,,5,0,0,5,3,60,,,,,,,10
152275,,,,10,0,0,10,10,100,4,0,0,4,3,75,15
152309,,,,16,0,0,16,11,69,3,0,0,3,3,100,12
152318,598,629,95,637,1,0,636,583,92,,,,,,,12
152336,359,498,72,389,0,0,389,265,68,1,0,0,1,0,0,12
152381,199,323,62,182,0,0,182,122,67,12,0,0,12,6,50,9
152390,397,432,92,375,0,0,375,313,83,,,,,,,9
152497,,,,10,0,0,10,9,90,1,0,0,1,1,100,7
152530,519,888,58,397,0,0,397,363,91,0,0,0,0,0,,13
152567,653,1868,35,639,0,0,639,499,78,0,0,0,0,0,,16
152600,603,737,82,600,0,0,600,464,77,1,0,0,1,1,100,11
152628,,,,10,0,0,10,6,60,12,0,0,12,8,67,7
152637,1094,9865,11,24,0,0,24,16,67,3,0,0,3,2,67,23
152673,258,265,97,210,1,0,209,184,88,,,,,,,9
152798,,,,0,0,0,0,0,,0,0,0,0,0,,9
152992,174,268,65,169,0,0,169,115,68,,,,,,,12
153001,236,468,50,237,1,0,236,179,76,0,0,0,0,0,,12
153074,,,,19,0,0,19,17,89,,,,,,,11
153083,,,,13,0,0,13,11,85,,,,,,,12
153108,351,414,85,339,0,0,339,250,74,1,0,0,1,0,0,13
153126,193,329,59,183,0,0,183,122,67,,,,,,,9
153144,363,421,86,397,0,0,397,278,70,,,,,,,10
153162,329,359,92,366,0,0,366,291,80,,,,,,,13
153214,1662,8765,19,1695,0,0,1695,1076,63,879,0,0,879,384,44,19
153241,,,,3,0,0,3,2,67,0,0,0,0,0,,6
153250,438,589,74,424,0,0,424,341,80,0,0,0,0,0,,14
153269,731,809,90,759,0,0,759,629,83,0,0,0,0,0,,10
153278,316,412,77,328,1,0,327,233,71,2,0,0,2,1,50,9
153296,243,395,62,216,1,0,215,112,52,8,0,0,8,1,13,15
153302,43,78,55,47,0,0,47,33,70,1,0,0,1,1,100,7
153311,542,2858,19,643,0,0,643,405,63,211,0,0,211,98,46,20
153320,106,164,65,50,0,0,50,44,88,1,0,0,1,0,0,15
153366,202,289,70,248,0,0,248,152,61,0,0,0,0,0,,13
153375,330,551,60,290,1,0,289,198,69,1,0,0,1,0,0,12
153384,437,468,93,471,0,0,471,439,93,,,,,,,9
153427,21,32,66,0,0,0,0,0,,,,,,,,11
153445,717,1074,67,759,0,0,759,420,55,165,0,0,165,49,30,15
153463,,,,14,0,0,14,10,71,,,,,,,10
153472,,,,548,1,0,547,316,58,54,0,0,54,21,39,15
153524,1014,1492,68,976,0,0,976,522,53,127,0,0,127,49,39,19
153533,289,706,41,262,0,0,262,158,60,46,0,0,46,21,46,14
153542,,,,,,,,,,,,,,,,10
153597,,,,40,0,0,40,14,35,,,,,,,6
153603,5683,7297,78,5334,6,0,5328,4566,86,50,0,0,50,32,64,18
153621,188,320,59,257,0,0,257,140,54,7,0,0,7,1,14,13
153630,1039,1637,63,855,0,0,855,567,66,208,0,0,208,150,72,19
153658,5157,6421,80,4491,0,0,4491,3981,89,30,0,0,30,24,80,16
153737,1503,7167,21,1647,1,0,1646,1106,67,516,0,0,516,224,43,19
153746,,,,7,0,0,7,7,100,,,,,,,13
153764,,,,17,0,0,17,14,82,,,,,,,14
153773,,,,30,0,0,30,27,90,,,,,,,7
153782,,,,5,0,0,5,5,100,,,,,,,11
153825,286,349,82,295,1,0,294,225,77,0,0,0,0,0,,12
153834,400,422,95,419,0,0,419,340,81,,,,,,,11
153861,20,226,9,16,0,0,16,9,56,22,0,0,22,5,23,13
153922,266,788,34,244,10,0,234,166,71,47,0,0,47,16,34,17
153977,48,388,12,12,0,0,12,8,67,2,0,0,2,0,0,8
154004,346,418,83,370,0,0,370,239,65,,,,,,,13
154013,221,448,49,217,0,0,217,160,74,5,0,0,5,5,100,13
154022,,,,744,0,0,744,222,30,224,0,0,224,25,11,19
154059,490,1232,40,479,0,0,479,346,72,38,0,0,38,18,47,21
154095,1425,2299,62,1544,1,0,1543,1274,83,8,0,0,8,3,38,17
154101,288,358,80,268,0,0,268,210,78,,,,,,,15
154110,365,638,57,360,0,0,360,190,53,138,0,0,138,76,55,15
154129,265,830,32,247,0,0,247,170,69,38,0,0,38,11,29,15
154174,,,,,,,,,,,,,,,,6
154208,,,,4,0,0,4,4,100,35,0,0,35,24,69,15
154235,458,641,71,492,0,0,492,389,79,1,0,0,1,0,0,12
154262,6,72,8,0,0,0,0,0,,0,0,0,0,0,,6
154332,,,,19,0,0,19,17,89,,,,,,,24
154350,301,358,84,286,0,0,286,224,78,0,0,0,0,0,,10
154378,429,1069,40,416,0,0,416,285,69,93,0,0,93,43,46,12
154396,264,401,66,258,0,0,258,170,66,28,0,0,28,14,50,17
154448,,,,21,1,0,20,11,55,,,,,,,13
154457,,,,5,0,0,5,3,60,,,,,,,3
154466,,,,4,0,0,4,4,100,,,,,,,8
154493,187,678,28,176,0,0,176,100,57,24,0,0,24,5,21,13
154518,143,546,26,187,0,0,187,130,70,4,0,0,4,1,25,24
154527,351,389,90,413,0,0,413,291,70,0,0,0,0,0,,13
154545,,,,54,0,0,54,39,72,,,,,,,24
154572,507,2562,20,559,1,0,558,319,57,176,0,0,176,63,36,13
154590,313,520,60,319,0,0,319,199,62,1,0,0,1,0,0,18
154642,303,1060,29,324,0,0,324,164,51,80,0,0,80,24,30,18
154688,229,637,36,217,0,0,217,173,80,2,0,0,2,1,50,13
154697,420,1898,22,444,0,0,444,221,50,146,0,0,146,83,57,18
154712,593,749,79,603,0,0,603,463,77,0,0,0,0,0,,14
154721,259,353,73,256,0,0,256,121,47,0,0,0,0,0,,11
154749,111,154,72,148,0,0,148,111,75,,,,,,,10
154800,1042,2016,52,1109,0,0,1109,673,61,453,0,0,453,153,34,18
154855,,,,100,0,0,100,47,47,,,,,,,14
154907,232,807,29,249,0,0,249,160,64,17,0,0,17,6,35,13
154925,408,695,59,362,1,0,361,206,57,32,0,0,32,5,16,22
154934,204,415,49,153,0,0,153,106,69,23,2,0,21,7,33,19
154952,448,1016,44,472,0,0,472,290,61,92,1,0,91,40,44,16
154998,342,604,57,265,0,0,265,151,57,65,0,0,65,31,48,17
155007,41,104,39,44,0,0,44,34,77,9,0,0,9,3,33,9
155025,534,889,60,475,0,0,475,340,72,6,0,0,6,0,0,17
155052,85,1043,8,87,0,0,87,65,75,26,0,0,26,12,46,14
155061,760,1852,41,853,0,0,853,648,76,102,0,0,102,40,39,15
155070,21,35,60,16,0,0,16,14,88,2,0,0,2,2,100,7
155089,260,490,53,281,0,0,281,174,62,2,0,0,2,0,0,12
155098,231,592,39,283,0,0,283,139,49,57,0,0,57,18,32,17
155104,468,969,48,426,0,0,426,276,65,77,0,0,77,23,30,13
155140,198,264,75,0,0,0,0,0,,0,0,0,0,0,,19
155159,,,,40,0,0,40,30,75,,,,,,,10
155177,107,144,74,11,0,0,11,9,82,0,0,0,0,0,,7
155186,351,875,40,385,0,0,385,147,38,181,0,0,181,43,24,13
155195,704,2365,30,737,0,0,737,405,55,186,0,0,186,70,38,17
155201,193,437,44,179,0,0,179,78,44,28,0,0,28,12,43,16
155210,1298,3735,35,1280,1,0,1279,821,64,844,1,0,843,408,48,18
155283,,,,0,0,0,0,0,,0,0,0,0,0,,27
155292,434,1618,27,394,0,0,394,189,48,287,0,0,287,108,38,13
155308,33,69,48,31,0,0,31,16,52,0,0,0,0,0,,15
155317,4371,6086,72,4045,1,0,4044,3425,85,74,0,0,74,43,58,17
155335,177,1275,14,144,0,0,144,99,69,2,0,0,2,1,50,10
155353,,,,61,0,0,61,47,77,,,,,,,13
155399,2839,4187,68,2796,0,0,2796,2410,86,44,0,0,44,17,39,18
155414,234,338,69,253,0,0,253,158,62,1,0,0,1,0,0,14
155423,,,,167,0,0,167,132,79,72,0,0,72,51,71,15
155450,168,324,52,212,0,0,212,109,51,35,0,0,35,6,17,14
155487,65,519,13,70,1,0,69,59,86,37,0,0,37,31,84,17
155496,28,41,68,35,0,0,35,20,57,,,,,,,12
155511,250,305,82,271,1,0,270,170,63,,,,,,,13
155520,233,517,45,209,0,0,209,132,63,,,,,,,11
155566,282,405,70,233,0,0,233,113,48,45,0,0,45,19,42,11
155593,187,314,60,206,0,0,206,170,83,18,0,0,18,11,61,10
155618,,,,142,0,0,142,114,80,0,0,0,0,0,,12
155627,243,358,68,213,0,0,213,121,57,11,0,0,11,4,36,11
155636,,,,,,,,,,,,,,,,5
155681,841,1345,63,801,0,0,801,600,75,7,0,0,7,4,57,14
155715,278,489,57,238,0,0,238,159,67,9,0,0,9,4,44,22
155812,196,399,49,241,0,0,241,168,70,1,0,0,1,1,100,12
155830,88,529,17,79,1,0,78,56,72,18,0,0,18,11,61,14
155858,251,739,34,278,0,0,278,166,60,68,0,0,68,30,44,13
155900,196,359,55,203,1,0,202,99,49,1,0,0,1,1,100,9
155937,151,289,52,206,0,0,206,122,59,0,0,0,0,0,,9
155973,151,246,61,183,0,0,183,116,63,,,,,,,15
156082,738,1756,42,647,0,0,647,449,69,35,0,0,35,14,40,13
156107,413,2682,15,269,0,0,269,153,57,156,0,0,156,63,40,16
156125,1762,4415,40,1742,0,0,1742,1150,66,72,0,0,72,29,40,20
156134,,,,121,0,0,121,72,60,,,,,,,22
156189,170,192,89,203,0,0,203,111,55,,,,,,,16
156213,287,489,59,258,0,0,258,214,83,5,0,0,5,4,80,11
156231,326,588,55,328,0,0,328,205,63,79,0,0,79,39,49,17
156286,546,744,73,591,0,0,591,479,81,2,0,0,2,1,50,12
156295,353,399,88,338,0,0,338,278,82,,,,,,,8
156310,,,,33,0,0,33,26,79,5,0,0,5,4,80,10
156338,450,975,46,364,0,0,364,242,66,267,1,0,266,133,50,20
156356,99,146,68,124,0,0,124,95,77,1,0,0,1,0,0,9
156365,654,4018,16,661,0,0,661,394,60,19,0,0,19,3,16,23
156392,1155,2684,43,1061,0,0,1061,683,64,572,1,0,571,242,42,18
156408,400,416,96,377,0,0,377,335,89,,,,,,,10
156417,8,37,22,6,0,0,6,5,83,3,0,0,3,3,100,10
156426,,,,21,0,0,21,18,86,9,0,0,9,6,67,15
156471,,,,8,0,0,8,7,88,3,0,0,3,1,33,13
156541,628,1681,37,589,0,0,589,413,70,24,0,0,24,0,0,18
156620,2554,4385,58,1946,0,0,1946,1498,77,86,0,0,86,38,44,16
156648,625,1302,48,519,1,0,518,367,71,342,0,0,342,121,35,23
156745,356,425,84,481,0,0,481,311,65,0,0,0,0,0,,14
156754,,,,3,0,0,3,2,67,,,,,,,10
156790,248,420,59,267,0,0,267,173,65,79,0,0,79,33,42,15
156842,,,,43,0,0,43,27,63,4,0,0,4,2,50,19
156851,124,254,49,106,0,0,106,56,53,64,0,0,64,31,48,17
156860,229,573,40,195,0,0,195,123,63,111,0,0,111,40,36,17
156921,888,2451,36,859,1,0,858,497,58,788,0,0,788,377,48,23
156967,,,,4,1,0,3,2,67,,,,,,,20
157021,13,85,15,0,0,0,0,0,,0,0,0,0,0,,17
157030,15,21,71,8,0,0,8,7,88,0,0,0,0,0,,12
157058,324,451,72,361,0,0,361,191,53,77,0,0,77,13,17,11
157076,222,333,67,205,0,0,205,117,57,0,0,0,0,0,,12
157085,5974,7028,85,4601,2,0,4599,3888,85,120,0,0,120,48,40,17
157100,113,299,38,171,0,0,171,79,46,0,0,0,0,0,,13
157216,414,566,73,408,0,0,408,291,71,14,0,0,14,4,29,17
157289,2706,3914,69,2447,3,0,2444,1913,78,244,0,0,244,135,55,13
157304,279,661,42,296,0,0,296,200,68,84,0,0,84,34,40,16
157331,324,656,49,294,0,0,294,194,66,151,0,0,151,63,42,19
157377,238,389,61,223,0,0,223,164,74,2,0,0,2,0,0,15
157386,1190,3865,31,1075,0,0,1075,734,68,8,0,0,8,2,25,14
157401,1360,2038,67,1374,0,0,1374,1064,77,17,0,0,17,5,29,16
157438,296,995,30,232,0,0,232,170,73,318,1,0,317,182,57,18
157447,1579,3804,42,1567,0,0,1567,1214,77,48,0,0,48,17,35,17
157483,589,1266,47,594,0,0,594,393,66,170,0,0,170,82,48,18
157535,329,759,43,245,0,0,245,166,68,0,0,0,0,0,,15
157553,324,540,60,363,0,0,363,231,64,55,0,0,55,15,27,13
157614,,,,23,0,0,23,15,65,10,0,0,10,4,40,14
157650,,,,42,0,0,42,19,45,14,0,0,14,4,29,20
157669,,,,22,1,0,21,10,48,,,,,,,16
157678,,,,49,1,0,48,31,65,,,,,,,24
157711,666,1188,56,571,0,0,571,332,58,222,1,0,221,96,43,17
157739,284,500,57,224,0,0,224,139,62,82,0,0,82,26,32,18
157748,161,282,57,144,0,0,144,120,83,26,0,0,26,11,42,20
157757,132,257,51,103,0,0,103,73,71,1,0,0,1,0,0,9
157793,290,554,52,0,0,0,0,0,,0,0,0,0,0,,13
157809,382,792,48,384,0,0,384,253,66,5,0,0,5,1,20,14
157818,278,295,94,285,0,0,285,223,78,0,0,0,0,0,,10
157863,200,282,71,135,0,0,135,80,59,0,0,0,0,0,,9
157951,2719,3514,77,2554,1,0,2553,1955,77,28,0,0,28,10,36,18
158088,188,588,32,332,97,0,235,170,72,52,12,0,40,19,48,22
158246,,,,54,10,0,44,30,68,,,,,,,11
158325,,,,,,,,,,,,,,,,10
158431,796,2523,32,737,0,0,737,364,49,427,0,0,427,148,35,26
158477,173,205,84,132,1,0,131,84,64,0,0,0,0,0,,8
158538,,,,3,0,0,3,2,67,,,,,,,20
158617,,,,,,,,,,,,,,,,20
158662,1080,4008,27,933,0,0,933,489,52,750,0,0,750,221,29,20
158778,,,,12,0,0,12,5,42,,,,,,,21
158787,,,,15,0,0,15,7,47,,,,,,,15
158802,331,418,79,309,0,0,309,218,71,0,0,0,0,0,,13
158884,153,538,28,161,0,0,161,66,41,85,0,0,85,25,29,23
159009,819,1062,77,712,0,0,712,511,72,38,0,0,38,18,47,25
159027,,,,5,0,0,5,2,40,,,,,,,6
159197,128,128,100,136,0,0,136,87,64,,,,,,,12
159328,,,,20,0,0,20,18,90,,,,,,,20
159373,,,,,,,,,,,,,,,,3
159382,370,1152,32,240,0,0,240,160,67,30,0,0,30,14,47,14
159391,7367,10780,68,6584,5,0,6579,5498,84,6,0,0,6,3,50,22
159407,659,1020,65,663,0,0,663,335,51,105,0,0,105,33,31,23
159416,288,808,36,298,0,0,298,194,65,8,0,0,8,2,25,24
159513,,,,18,0,0,18,15,83,,,,,,,20
159522,,,,59,0,0,59,59,100,,,,,,,20
159531,,,,4,0,0,4,4,100,,,,,,,14
159568,177,287,62,260,0,0,260,144,55,0,0,0,0,0,,11
159601,,,,24,0,0,24,16,67,,,,,,,4
159647,1764,3680,48,1779,0,0,1779,1440,81,5,0,0,5,4,80,23
159656,791,1040,76,922,0,0,922,704,76,6,0,0,6,3,50,13
159717,1005,1344,75,995,0,0,995,682,69,25,0,0,25,13,52,19
159939,829,2020,41,1097,0,0,1097,664,61,54,0,0,54,8,15,18
159948,32,138,23,18,0,0,18,16,89,13,0,0,13,10,77,14
159966,965,1600,60,948,3,0,945,708,75,7,0,0,7,6,86,17
159993,989,2464,40,1119,1,0,1118,813,73,21,0,0,21,12,57,17
160010,94,425,22,93,0,0,93,73,78,94,0,0,94,29,31,12
160038,971,2621,37,1135,0,0,1135,694,61,34,0,0,34,8,24,17
160065,42,309,14,54,0,0,54,41,76,7,0,0,7,6,86,10
160074,70,227,31,71,0,0,71,58,82,3,0,0,3,3,100,10
160117,,,,2,0,0,2,2,100,,,,,,,13
160126,,,,1,0,0,1,1,100,0,0,0,0,0,,7
160199,,,,12,0,0,12,10,83,,,,,,,14
160320,,,,202,0,0,202,165,82,,,,,,,20
160409,16,40,40,14,0,0,14,9,64,,,,,,,5
160472,,,,76,0,0,76,69,91,42,0,0,42,38,90,10
160481,300,674,45,232,0,0,232,127,55,132,0,0,132,53,40,19
160524,,,,113,0,0,113,53,47,,,,,,,25
160579,459,1412,33,392,1,0,391,234,60,198,0,0,198,69,35,16
160597,,,,4,0,0,4,2,50,1,0,0,1,1,100,20
160612,1436,5108,28,1549,0,0,1549,1093,71,664,0,0,664,340,51,18
160621,1623,1963,83,1543,0,0,1543,915,59,71,0,0,71,24,34,18
160630,124,691,18,94,0,0,94,43,46,17,0,0,17,5,29,13
160649,367,1613,23,353,0,0,353,185,52,39,0,0,39,16,41,29
160658,2860,4252,67,2632,0,0,2632,1843,70,61,0,0,61,20,33,18
160667,420,3566,12,401,0,0,401,227,57,95,0,0,95,28,29,25
160755,1843,2133,86,2027,1,0,2026,1887,93,,,,,,,8
160904,835,905,92,984,0,0,984,671,68,5,0,0,5,2,40,13
160959,95,115,83,92,0,0,92,68,74,1,0,0,1,0,0,10
160977,518,522,99,553,0,0,553,515,93,,,,,,,10
160995,,,,8,0,0,8,3,38,,,,,,,15
161004,508,521,98,517,0,0,517,498,96,,,,,,,9
161022,3,96,3,0,0,0,0,0,,0,0,0,0,0,,11
161077,614,1993,31,418,0,0,418,229,55,204,0,0,204,89,44,18
161086,673,679,99,667,0,0,667,619,93,,,,,,,10
161138,456,1388,33,204,0,0,204,115,56,103,0,0,103,35,34,16
161192,234,1109,21,164,0,0,164,86,52,140,0,0,140,71,51,14
161208,19,38,50,13,0,0,13,13,100,,,,,,,8
161217,198,1817,11,185,0,0,185,122,66,45,0,0,45,17,38,15
161226,263,610,43,343,0,0,343,244,71,2,0,0,2,1,50,11
161235,49,622,8,66,0,0,66,39,59,1,0,0,1,0,0,17
161253,1882,3151,60,2213,1,0,2212,1661,75,57,0,0,57,19,33,14
161299,219,245,89,202,2,0,200,172,86,1,0,0,1,0,0,11
161341,121,865,14,141,0,0,141,82,58,14,0,0,14,3,21,23
161457,729,2270,32,592,1,0,591,414,70,3,0,0,3,1,33,12
161484,121,418,29,104,0,0,104,72,69,21,0,0,21,13,62,11
161493,,,,63,0,0,63,45,71,12,0,0,12,8,67,15
161509,96,115,83,104,0,0,104,75,72,0,0,0,0,0,,8
161518,201,233,86,171,0,0,171,132,77,0,0,0,0,0,,10
161527,,,,93,0,0,93,82,88,49,0,0,49,44,90,13
161545,1054,3059,34,638,0,0,638,378,59,367,0,0,367,164,45,20
161554,729,2300,32,861,0,0,861,580,67,34,0,0,34,18,53,14
161563,234,1041,22,206,0,0,206,159,77,0,0,0,0,0,,23
161572,,,,244,0,0,244,96,39,0,0,0,0,0,,36
161581,86,276,31,59,0,0,59,43,73,22,0,0,22,11,50,8
161688,343,1328,26,250,0,0,250,158,63,73,0,0,73,31,42,11
161767,1092,3390,32,981,0,0,981,684,70,734,0,0,734,379,52,16
161800,,,,17,0,0,17,9,53,12,0,0,12,8,67,20
161855,,,,6,0,0,6,5,83,4,0,0,4,3,75,25
161864,198,739,27,176,0,0,176,97,55,322,0,0,322,93,29,12
161873,26,285,9,60,0,0,60,36,60,6,0,0,6,1,17,10
162007,1170,1708,69,888,0,0,888,644,73,25,0,0,25,3,12,15
162061,43,79,54,40,0,0,40,29,73,5,0,0,5,1,20,9
162104,220,448,49,219,0,0,219,151,69,155,0,0,155,71,46,12
162122,604,1419,43,681,0,0,681,450,66,547,0,0,547,189,35,16
162168,183,478,38,197,0,0,197,120,61,161,0,0,161,69,43,15
162210,57,120,48,50,0,0,50,43,86,6,0,0,6,4,67,6
162283,332,507,65,172,0,0,172,106,62,5,0,0,5,2,40,10
162335,,,,4,0,0,4,3,75,,,,,,,14
162371,,,,163,0,0,163,141,87,,,,,,,15
162557,641,1257,51,618,0,0,618,409,66,342,0,0,342,184,54,16
162584,496,749,66,581,0,0,581,420,72,4,0,0,4,2,50,12
162609,166,199,83,159,0,0,159,88,55,11,0,0,11,5,45,12
162654,269,295,91,263,0,0,263,203,77,0,0,0,0,0,,7
162690,477,1357,35,444,0,0,444,276,62,176,0,0,176,91,52,16
162706,659,1203,55,596,0,0,596,416,70,284,0,0,284,126,44,15
162760,294,370,79,323,0,0,323,236,73,1,0,0,1,0,0,11
162779,637,1786,36,666,0,0,666,449,67,632,0,0,632,298,47,13
162830,,,,28,0,0,28,26,93,,,,,,,15
162928,1406,1582,89,1420,10,0,1410,1367,97,,,,,,,6
163028,,,,198,0,0,198,156,79,123,0,0,123,88,72,18
163046,1269,1332,95,953,0,0,953,806,85,1,0,0,1,1,100,13
163204,179,11435,2,135,0,0,135,58,43,302,0,0,302,77,25,19
163259,,,,,,,,,,,,,,,,7
163268,2130,2996,71,2035,0,0,2035,1748,86,16,0,0,16,6,38,18
163286,5809,7848,74,6006,1,0,6005,5693,95,28,0,0,28,24,86,18
163295,227,273,83,310,1,0,309,264,85,1,0,0,1,0,0,9
163338,578,714,81,443,0,0,443,314,71,8,0,0,8,8,100,11
163347,,,,91,0,0,91,44,48,,,,,,,29
163408,,,,23,0,0,23,14,61,11,0,0,11,7,64,20
163426,1552,4172,37,1486,0,0,1486,1115,75,948,0,0,948,529,56,16
163453,2193,2618,84,2288,0,0,2288,1683,74,38,0,0,38,15,39,17
163462,458,582,79,532,0,0,532,364,68,0,0,0,0,0,,13
163532,40,97,41,38,0,0,38,32,84,,,,,,,19
163541,,,,52,0,0,52,26,50,41,0,0,41,21,51,25
163578,56,164,34,90,0,0,90,56,62,0,0,0,0,0,,8
163657,919,2788,33,809,0,0,809,513,63,874,0,0,874,394,45,16
163815,,,,9,0,0,9,8,89,9,0,0,9,8,89,25
163851,1376,1893,73,1214,0,0,1214,919,76,3,0,0,3,3,100,13
163912,408,495,82,381,0,0,381,314,82,0,0,0,0,0,,10
163976,130,137,95,140,0,0,140,111,79,,,,,,,8
164076,2662,4497,59,2569,2,0,2567,2098,82,23,0,0,23,11,48,15
164155,1168,1168,100,1161,0,0,1161,1131,97,,,,,,,8
164173,744,960,78,627,1,0,626,485,77,1,0,0,1,1,100,15
164216,231,268,86,260,0,0,260,215,83,,,,,,,9
164270,467,522,89,501,1,0,500,381,76,,,,,,,12
164313,170,627,27,192,0,0,192,94,49,253,0,0,253,108,43,12
164368,,,,155,0,0,155,131,85,,,,,,,12
164447,329,406,81,340,0,0,340,229,67,2,0,0,2,1,50,12
164465,467,486,96,514,0,0,514,490,95,,,,,,,7
164492,201,384,52,186,0,0,186,126,68,1,0,0,1,0,0,12
164535,,,,19,0,0,19,14,74,,,,,,,11
164562,369,423,87,415,0,0,415,343,83,,,,,,,11
164580,656,741,89,650,0,0,650,617,95,,,,,,,16
164599,,,,,,,,,,,,,,,,5
164614,5,8,63,3,0,0,3,3,100,,,,,,,6
164632,139,320,43,119,0,0,119,83,70,,,,,,,11
164641,17,56,30,15,0,0,15,2,13,1,0,0,1,0,0,9
164739,1141,1287,89,1019,0,0,1019,925,91,,,,,,,12
164748,1489,2024,74,1519,3,0,1516,1273,84,150,0,0,150,71,47,10
164775,145,630,23,142,0,0,142,80,56,135,1,0,134,49,37,10
164845,,,,28,0,0,28,16,57,8,0,0,8,3,38,11
164872,21,75,28,17,0,0,17,14,82,,,,,,,5
164924,2335,2650,88,2516,0,0,2516,2388,95,,,,,,,12
164988,3634,4840,75,4010,12,0,3998,3757,94,1,0,0,1,0,0,11
165015,987,1038,95,939,0,0,939,860,92,2,0,0,2,0,0,10
165024,1496,2381,63,1316,1,0,1315,987,75,66,0,0,66,19,29,17
165033,731,2022,36,757,0,0,757,443,59,470,0,0,470,185,39,14
165060,,,,3,0,0,3,2,67,0,0,0,0,0,,7
165112,706,2948,24,652,0,0,652,409,63,827,0,0,827,331,40,19
165167,,,,4,0,0,4,4,100,8,0,0,8,1,13,8
165194,220,901,24,287,0,0,287,153,53,202,0,0,202,93,46,9
165255,,,,38,0,0,38,36,95,48,0,0,48,45,94,12
165264,1,250,0,0,0,0,0,0,,0,0,0,0,0,,7
165334,703,766,92,505,0,0,505,442,88,,,,,,,9
165529,487,589,83,513,0,0,513,320,62,3,0,0,3,0,0,12
165556,,,,81,0,0,81,65,80,32,0,0,32,26,81,28
165574,336,401,84,285,0,0,285,216,76,3,0,0,3,2,67,16
165608,,,,12,0,0,12,9,75,8,0,0,8,4,50,5
165635,,,,40,0,0,40,35,88,,,,,,,15
165644,72,100,72,97,0,0,97,65,67,0,0,0,0,0,,9
165662,1002,1196,84,1058,0,0,1058,928,88,,,,,,,15
165671,568,719,79,445,0,0,445,361,81,,,,,,,13
165699,867,1001,87,796,0,0,796,674,85,2,0,0,2,1,50,12
165750,,,,48,0,0,48,39,81,0,0,0,0,0,,12
165802,193,428,45,177,0,0,177,98,55,0,0,0,0,0,,11
165820,481,929,52,559,0,0,559,403,72,8,0,0,8,4,50,12
165866,488,875,56,575,0,0,575,408,71,5,0,0,5,5,100,11
165884,134,288,47,7,0,0,7,5,71,1,0,0,1,0,0,8
165936,312,392,80,312,1,0,311,262,84,3,0,0,3,1,33,14
165981,89,516,17,91,0,0,91,60,66,130,0,0,130,68,52,11
166018,228,267,85,130,1,0,129,87,67,,,,,,,11
166027,1644,2719,60,1949,0,0,1949,1904,98,,,,,,,7
166045,,,,,,,,,,0,0,0,0,0,,30
166054,4,16,25,3,0,0,3,2,67,,,,,,,7
166124,902,934,97,819,0,0,819,776,95,,,,,,,10
166133,357,1235,29,422,0,0,422,251,59,329,0,0,329,138,42,13
166391,314,373,84,303,0,0,303,233,77,0,0,0,0,0,,11
166407,,,,0,0,0,0,0,,0,0,0,0,0,,6
166452,225,510,44,278,0,0,278,207,74,2,0,0,2,2,100,10
166489,8,10,80,11,0,0,11,8,73,,,,,,,3
166498,,,,6,0,0,6,4,67,3,0,0,3,2,67,12
166513,1890,3152,60,1860,0,0,1860,1561,84,32,0,0,32,13,41,17
166629,5580,7035,79,4827,6,0,4821,4356,90,9,0,0,9,6,67,18
166638,2357,3987,59,2179,10,0,2169,1572,72,67,0,0,67,25,37,16
166647,386,1491,26,407,0,0,407,220,54,324,0,0,324,162,50,13
166656,726,1101,66,732,0,0,732,511,70,5,0,0,5,3,60,10
166674,406,543,75,384,0,0,384,322,84,3,0,0,3,1,33,9
166683,1136,1174,97,1176,1,0,1175,1163,99,1,0,0,1,1,100,3
166692,317,341,93,321,2,0,319,250,78,,,,,,,12
166717,,,,,,,,,,,,,,,,5
166805,,,,6,0,0,6,3,50,6,0,0,6,4,67,17
166823,504,1398,36,583,0,0,583,328,56,421,0,0,421,201,48,17
166850,1182,1379,86,965,0,0,965,795,82,,,,,,,13
166869,,,,,,,,,,,,,,,,10
166887,424,3440,12,572,0,0,572,325,57,469,0,0,469,177,38,18
166911,53,69,77,75,0,0,75,61,81,0,0,0,0,0,,12
166939,544,596,91,608,0,0,608,549,90,,,,,,,9
166957,223,1080,21,274,0,0,274,144,53,231,0,0,231,114,49,12
167039,,,,7,0,0,7,6,86,,,,,,,12
167057,47,62,76,84,0,0,84,78,93,5,0,0,5,5,100,5
167260,317,395,80,316,0,0,316,228,72,,,,,,,16
167288,177,334,53,164,0,0,164,105,64,3,0,0,3,2,67,9
167297,,,,15,0,0,15,15,100,,,,,,,10
167312,445,1740,26,459,9,0,450,240,53,343,0,0,343,150,44,12
167358,2519,3234,78,4492,0,0,4492,4366,97,,,,,,,16
167376,344,1030,33,508,0,0,508,275,54,386,0,0,386,155,40,18
167394,144,366,39,181,0,0,181,135,75,0,0,0,0,0,,10
